policy_id,issue_age,sum_assured,coverage_years,issue_year,portfolio_id
46,21,68491.22,10,2026,TERM_LIFE
47,52,39879.152,10,2026,TERM_LIFE
48,24,123652.68,10,2026,TERM_LIFE
49,37,43269.195,10,2026,TERM_LIFE
50,18,88492.12,10,2026,TERM_LIFE
51,30,109880.61,10,2026,TERM_LIFE
52,33,42517.258,10,2026,TERM_LIFE
53,42,39930.28,10,2026,TERM_LIFE
54,50,40950.24,10,2026,TERM_LIFE
55,41,51750.316,10,2026,TERM_LIFE
56,45,147008.72,10,2026,TERM_LIFE
57,24,86999.74,10,2026,TERM_LIFE
58,34,50736.73,10,2026,TERM_LIFE
59,43,34720.367,10,2026,TERM_LIFE
60,46,44487.87,10,2026,TERM_LIFE
61,28,13677.463,10,2026,TERM_LIFE
62,39,41908.965,10,2026,TERM_LIFE
63,45,13958.658,10,2026,TERM_LIFE
64,32,99204.24,10,2026,TERM_LIFE
65,45,26230.312,10,2026,TERM_LIFE
66,25,64002.152,10,2026,TERM_LIFE
67,33,94586.164,10,2026,TERM_LIFE
68,18,91916.0,10,2026,TERM_LIFE
69,18,48194.973,10,2026,TERM_LIFE
70,24,63977.67,10,2026,TERM_LIFE
71,37,23699.307,10,2026,TERM_LIFE
72,45,127530.4,10,2026,TERM_LIFE
73,38,29357.021,10,2026,TERM_LIFE
74,30,51208.375,10,2026,TERM_LIFE
75,49,67632.23,10,2026,TERM_LIFE
76,39,81697.26,10,2026,TERM_LIFE
77,23,78974.625,10,2026,TERM_LIFE
78,23,16365.516,10,2026,TERM_LIFE
79,22,43176.36,10,2026,TERM_LIFE
80,25,235740.73,10,2026,TERM_LIFE
81,31,13121.893,10,2026,TERM_LIFE
82,50,102096.05,10,2026,TERM_LIFE
83,53,47396.152,10,2026,TERM_LIFE
84,19,58572.6,10,2026,TERM_LIFE
85,55,19869.877,10,2026,TERM_LIFE
86,21,131735.9,10,2026,TERM_LIFE
87,22,28723.623,10,2026,TERM_LIFE
88,26,216648.8,10,2026,TERM_LIFE
89,40,38197.133,10,2026,TERM_LIFE
90,41,112919.695,10,2026,TERM_LIFE
91,30,71315.516,10,2026,TERM_LIFE
92,35,56114.266,10,2026,TERM_LIFE
93,28,51066.652,10,2026,TERM_LIFE
94,22,33911.977,10,2026,TERM_LIFE
95,26,30313.434,10,2026,TERM_LIFE
96,43,42118.742,10,2026,TERM_LIFE
97,50,29136.373,10,2026,TERM_LIFE
98,53,188975.2,10,2026,TERM_LIFE
99,32,86225.88,10,2026,TERM_LIFE
100,37,54623.03,10,2026,TERM_LIFE
101,31,104821.71,10,2026,TERM_LIFE
102,43,43442.37,10,2026,TERM_LIFE
103,20,10215.215,10,2026,TERM_LIFE
104,41,115046.71,10,2026,TERM_LIFE
105,44,63194.9,10,2026,TERM_LIFE
106,35,41176.75,10,2026,TERM_LIFE
107,20,36321.496,10,2026,TERM_LIFE
108,36,38980.758,10,2026,TERM_LIFE
109,22,14088.559,10,2026,TERM_LIFE
110,27,129653.04,10,2026,TERM_LIFE
111,32,9889.763,10,2026,TERM_LIFE
112,28,88575.25,10,2026,TERM_LIFE
113,19,30106.658,10,2026,TERM_LIFE
114,22,29138.273,10,2026,TERM_LIFE
115,50,20012.736,10,2026,TERM_LIFE
116,26,33128.18,10,2026,TERM_LIFE
117,26,53899.477,10,2026,TERM_LIFE
118,22,69023.74,10,2026,TERM_LIFE
119,37,65642.48,10,2026,TERM_LIFE
120,51,582695.4,10,2026,TERM_LIFE
121,37,63400.44,10,2026,TERM_LIFE
122,19,37860.727,10,2026,TERM_LIFE
123,49,24981.342,10,2026,TERM_LIFE
124,28,117411.016,10,2026,TERM_LIFE
125,29,71338.664,10,2026,TERM_LIFE
126,52,65290.043,10,2026,TERM_LIFE
127,53,64180.844,10,2026,TERM_LIFE
128,26,33561.6,10,2026,TERM_LIFE
129,37,56050.78,10,2026,TERM_LIFE
130,55,154178.77,10,2026,TERM_LIFE
131,50,308192.84,10,2026,TERM_LIFE
132,44,63723.484,10,2026,TERM_LIFE
133,38,129939.62,10,2026,TERM_LIFE
134,47,12856.747,10,2026,TERM_LIFE
135,43,21704.617,10,2026,TERM_LIFE
136,36,23609.248,10,2026,TERM_LIFE
137,32,75909.9,10,2026,TERM_LIFE
138,26,32861.72,10,2026,TERM_LIFE
139,20,37758.668,10,2026,TERM_LIFE
140,27,153544.61,10,2026,TERM_LIFE
141,52,167456.0,10,2026,TERM_LIFE
142,49,224109.62,10,2026,TERM_LIFE
143,37,62038.773,10,2026,TERM_LIFE
144,36,22926.92,10,2026,TERM_LIFE
145,54,213080.78,10,2026,TERM_LIFE
146,22,32823.492,10,2026,TERM_LIFE
147,46,64751.35,10,2026,TERM_LIFE
148,31,70762.234,10,2026,TERM_LIFE
149,20,121538.45,10,2026,TERM_LIFE
150,19,8053.3745,10,2026,TERM_LIFE
151,42,22503.434,10,2026,TERM_LIFE
152,44,49772.812,10,2026,TERM_LIFE
153,39,258906.6,10,2026,TERM_LIFE
154,35,37575.863,10,2026,TERM_LIFE
155,38,140976.58,10,2026,TERM_LIFE
156,43,78326.75,10,2026,TERM_LIFE
157,45,42209.863,10,2026,TERM_LIFE
158,35,27384.049,10,2026,TERM_LIFE
159,28,204524.9,10,2026,TERM_LIFE
160,35,85576.24,10,2026,TERM_LIFE
161,52,76443.95,10,2026,TERM_LIFE
162,45,18601.19,10,2026,TERM_LIFE
163,22,37599.793,10,2026,TERM_LIFE
164,42,88038.875,10,2026,TERM_LIFE
165,28,33681.41,10,2026,TERM_LIFE
166,37,172555.67,10,2026,TERM_LIFE
167,53,56078.566,10,2026,TERM_LIFE
168,35,30294.832,10,2026,TERM_LIFE
169,39,98136.14,10,2026,TERM_LIFE
170,21,24241.469,10,2026,TERM_LIFE
171,41,45139.79,10,2026,TERM_LIFE
172,53,63675.46,10,2026,TERM_LIFE
173,42,54427.32,10,2026,TERM_LIFE
174,35,144183.3,10,2026,TERM_LIFE
175,48,83367.22,10,2026,TERM_LIFE
176,24,49356.13,10,2026,TERM_LIFE
177,37,23122.746,10,2026,TERM_LIFE
178,32,23223.469,10,2026,TERM_LIFE
179,46,48485.996,10,2026,TERM_LIFE
180,19,70886.78,10,2026,TERM_LIFE
181,45,49192.715,10,2026,TERM_LIFE
182,54,35951.066,10,2026,TERM_LIFE
183,29,113963.836,10,2026,TERM_LIFE
184,26,117683.56,10,2026,TERM_LIFE
185,23,52732.17,10,2026,TERM_LIFE
186,55,55112.215,10,2026,TERM_LIFE
187,45,169983.48,10,2026,TERM_LIFE
188,47,96428.16,10,2026,TERM_LIFE
189,39,24419.91,10,2026,TERM_LIFE
190,28,23102.883,10,2026,TERM_LIFE
191,41,15663.584,10,2026,TERM_LIFE
192,28,89746.6,10,2026,TERM_LIFE
193,30,31540.275,10,2026,TERM_LIFE
194,18,79790.67,10,2026,TERM_LIFE
195,46,137100.08,10,2026,TERM_LIFE
196,28,67118.81,10,2026,TERM_LIFE
197,34,137135.27,10,2026,TERM_LIFE
198,23,120157.914,10,2026,TERM_LIFE
199,31,152408.48,10,2026,TERM_LIFE
200,41,55157.984,10,2026,TERM_LIFE
201,29,28520.773,10,2026,TERM_LIFE
202,30,550798.3,10,2026,TERM_LIFE
203,19,32035.14,10,2026,TERM_LIFE
204,22,15384.32,10,2026,TERM_LIFE
205,52,91701.445,10,2026,TERM_LIFE
206,37,48898.266,10,2026,TERM_LIFE
207,22,22206.086,10,2026,TERM_LIFE
208,28,69906.59,10,2026,TERM_LIFE
209,52,75702.97,10,2026,TERM_LIFE
210,46,33668.875,10,2026,TERM_LIFE
211,41,43821.215,10,2026,TERM_LIFE
212,35,62027.79,10,2026,TERM_LIFE
213,19,24565.176,10,2026,TERM_LIFE
214,39,59356.254,10,2026,TERM_LIFE
215,21,63776.414,10,2026,TERM_LIFE
216,45,68765.086,10,2026,TERM_LIFE
217,51,226942.02,10,2026,TERM_LIFE
218,24,182636.88,10,2026,TERM_LIFE
219,53,15731.176,10,2026,TERM_LIFE
220,48,128685.83,10,2026,TERM_LIFE
221,32,127231.484,10,2026,TERM_LIFE
222,51,18380.771,10,2026,TERM_LIFE
223,20,35791.188,10,2026,TERM_LIFE
224,37,103640.65,10,2026,TERM_LIFE
225,37,73556.25,10,2026,TERM_LIFE
226,38,34165.66,10,2026,TERM_LIFE
227,36,17091.9,10,2026,TERM_LIFE
228,50,49447.8,10,2026,TERM_LIFE
229,41,39428.41,10,2026,TERM_LIFE
230,50,25381.285,10,2026,TERM_LIFE
231,48,66452.766,10,2026,TERM_LIFE
232,33,108483.914,10,2026,TERM_LIFE
233,33,63767.2,10,2026,TERM_LIFE
234,52,30052.736,10,2026,TERM_LIFE
235,50,49411.34,10,2026,TERM_LIFE
236,31,85170.81,10,2026,TERM_LIFE
237,42,18739.719,10,2026,TERM_LIFE
238,33,102444.805,10,2026,TERM_LIFE
239,44,50009.14,10,2026,TERM_LIFE
240,37,84452.42,10,2026,TERM_LIFE
241,41,166547.6,10,2026,TERM_LIFE
242,29,33527.58,10,2026,TERM_LIFE
243,27,131535.97,10,2026,TERM_LIFE
244,25,58688.33,10,2026,TERM_LIFE
245,26,72405.586,10,2026,TERM_LIFE
246,31,21227.723,10,2026,TERM_LIFE
247,30,81692.9,10,2026,TERM_LIFE
248,52,19049.934,10,2026,TERM_LIFE
249,30,109973.33,10,2026,TERM_LIFE
250,47,33217.977,10,2026,TERM_LIFE
251,19,36614.855,10,2026,TERM_LIFE
252,38,45744.95,10,2026,TERM_LIFE
253,26,43353.17,10,2026,TERM_LIFE
254,45,83232.05,10,2026,TERM_LIFE
255,39,9619.547,10,2026,TERM_LIFE
256,38,258755.2,10,2026,TERM_LIFE
257,32,30445.514,10,2026,TERM_LIFE
258,24,65141.56,10,2026,TERM_LIFE
259,35,68275.75,10,2026,TERM_LIFE
260,46,52529.375,10,2026,TERM_LIFE
261,48,40268.78,10,2026,TERM_LIFE
262,35,117199.1,10,2026,TERM_LIFE
263,44,102454.016,10,2026,TERM_LIFE
264,30,60099.305,10,2026,TERM_LIFE
265,20,37536.016,10,2026,TERM_LIFE
266,29,14085.711,10,2026,TERM_LIFE
267,47,82102.266,10,2026,TERM_LIFE
268,39,63916.45,10,2026,TERM_LIFE
269,50,31680.967,10,2026,TERM_LIFE
270,50,41397.02,10,2026,TERM_LIFE
271,48,70090.055,10,2026,TERM_LIFE
272,26,41063.83,10,2026,TERM_LIFE
273,35,57461.35,10,2026,TERM_LIFE
274,48,52348.477,10,2026,TERM_LIFE
275,45,38137.445,10,2026,TERM_LIFE
276,20,92063.234,10,2026,TERM_LIFE
277,47,64305.94,10,2026,TERM_LIFE
278,36,177130.62,10,2026,TERM_LIFE
279,55,60488.664,10,2026,TERM_LIFE
280,19,106313.586,10,2026,TERM_LIFE
281,48,68211.65,10,2026,TERM_LIFE
282,36,31607.506,10,2026,TERM_LIFE
283,20,29576.969,10,2026,TERM_LIFE
284,48,79483.35,10,2026,TERM_LIFE
285,18,22604.576,10,2026,TERM_LIFE
286,27,249688.84,10,2026,TERM_LIFE
287,45,356926.62,10,2026,TERM_LIFE
288,44,57055.0,10,2026,TERM_LIFE
289,36,40724.97,10,2026,TERM_LIFE
290,37,90657.42,10,2026,TERM_LIFE
291,51,20975.17,10,2026,TERM_LIFE
292,43,30281.197,10,2026,TERM_LIFE
293,47,19452.373,10,2026,TERM_LIFE
294,22,86441.27,10,2026,TERM_LIFE
295,48,145118.36,10,2026,TERM_LIFE
296,53,69742.91,10,2026,TERM_LIFE
297,18,130381.25,10,2026,TERM_LIFE
298,38,43593.91,10,2026,TERM_LIFE
299,45,82118.31,10,2026,TERM_LIFE
300,22,57650.4,10,2026,TERM_LIFE
301,23,27700.328,10,2026,TERM_LIFE
302,24,9012.482,10,2026,TERM_LIFE
303,37,77441.22,10,2026,TERM_LIFE
304,55,19087.615,10,2026,TERM_LIFE
305,19,36387.32,10,2026,TERM_LIFE
306,23,13452.375,10,2026,TERM_LIFE
307,32,70195.17,10,2026,TERM_LIFE
308,31,18611.543,10,2026,TERM_LIFE
309,39,156443.58,10,2026,TERM_LIFE
310,42,45724.168,10,2026,TERM_LIFE
311,31,79106.3,10,2026,TERM_LIFE
312,43,38564.18,10,2026,TERM_LIFE
313,50,66325.44,10,2026,TERM_LIFE
314,24,26187.367,10,2026,TERM_LIFE
315,52,24387.982,10,2026,TERM_LIFE
316,30,57238.496,10,2026,TERM_LIFE
317,18,32566.074,10,2026,TERM_LIFE
318,22,48341.81,10,2026,TERM_LIFE
319,25,120690.83,10,2026,TERM_LIFE
320,53,22041.4,10,2026,TERM_LIFE
321,19,59593.883,10,2026,TERM_LIFE
322,48,9017.576,10,2026,TERM_LIFE
323,34,132777.44,10,2026,TERM_LIFE
324,22,192889.88,10,2026,TERM_LIFE
325,18,53246.695,10,2026,TERM_LIFE
326,32,27144.342,10,2026,TERM_LIFE
327,20,35028.793,10,2026,TERM_LIFE
328,51,13808.36,10,2026,TERM_LIFE
329,20,62325.81,10,2026,TERM_LIFE
330,55,69635.71,10,2026,TERM_LIFE
331,46,29862.064,10,2026,TERM_LIFE
332,50,46509.7,10,2026,TERM_LIFE
333,22,27331.65,10,2026,TERM_LIFE
334,53,115947.055,10,2026,TERM_LIFE
335,28,87951.8,10,2026,TERM_LIFE
336,51,30896.52,10,2026,TERM_LIFE
337,23,37920.027,10,2026,TERM_LIFE
338,29,348003.72,10,2026,TERM_LIFE
339,28,64749.453,10,2026,TERM_LIFE
340,33,50299.6,10,2026,TERM_LIFE
341,18,123982.37,10,2026,TERM_LIFE
342,43,41863.516,10,2026,TERM_LIFE
343,51,78003.96,10,2026,TERM_LIFE
344,41,59014.06,10,2026,TERM_LIFE
345,51,12602.142,10,2026,TERM_LIFE
346,42,12135.055,10,2026,TERM_LIFE
347,18,22378.525,10,2026,TERM_LIFE
348,47,26438.273,10,2026,TERM_LIFE
349,21,45714.58,10,2026,TERM_LIFE
350,29,45956.797,10,2026,TERM_LIFE
351,25,34020.63,10,2026,TERM_LIFE
352,42,66287.16,10,2026,TERM_LIFE
353,33,49500.76,10,2026,TERM_LIFE
354,32,37064.777,10,2026,TERM_LIFE
355,38,102070.55,10,2026,TERM_LIFE
356,18,94538.71,10,2026,TERM_LIFE
357,32,30524.32,10,2026,TERM_LIFE
358,19,120203.49,10,2026,TERM_LIFE
359,30,35999.71,10,2026,TERM_LIFE
360,27,56259.71,10,2026,TERM_LIFE
361,39,60708.63,10,2026,TERM_LIFE
362,33,24009.34,10,2026,TERM_LIFE
363,21,58333.297,10,2026,TERM_LIFE
364,48,59719.34,10,2026,TERM_LIFE
365,31,85461.03,10,2026,TERM_LIFE
366,46,95973.9,10,2026,TERM_LIFE
367,48,34333.496,10,2026,TERM_LIFE
368,23,20660.3,10,2026,TERM_LIFE
369,28,11034.704,10,2026,TERM_LIFE
370,44,135851.31,10,2026,TERM_LIFE
371,53,128149.12,10,2026,TERM_LIFE
372,31,47182.71,10,2026,TERM_LIFE
373,40,29819.805,10,2026,TERM_LIFE
374,32,293308.4,10,2026,TERM_LIFE
375,51,86601.305,10,2026,TERM_LIFE
376,39,61596.156,10,2026,TERM_LIFE
377,54,79268.47,10,2026,TERM_LIFE
378,44,66740.89,10,2026,TERM_LIFE
379,41,94804.04,10,2026,TERM_LIFE
380,31,14928.058,10,2026,TERM_LIFE
381,48,287940.2,10,2026,TERM_LIFE
382,42,53312.76,10,2026,TERM_LIFE
383,21,56962.043,10,2026,TERM_LIFE
384,44,40343.355,10,2026,TERM_LIFE
385,24,9464.932,10,2026,TERM_LIFE
386,48,131221.47,10,2026,TERM_LIFE
387,48,58349.383,10,2026,TERM_LIFE
388,21,167025.02,10,2026,TERM_LIFE
389,41,96814.38,10,2026,TERM_LIFE
390,29,53934.203,10,2026,TERM_LIFE
391,47,146020.61,10,2026,TERM_LIFE
392,31,65747.15,10,2026,TERM_LIFE
393,34,10942.155,10,2026,TERM_LIFE
394,53,60278.918,10,2026,TERM_LIFE
395,38,31500.951,10,2026,TERM_LIFE
396,20,68488.555,10,2026,TERM_LIFE
397,19,60770.68,10,2026,TERM_LIFE
398,40,83030.125,10,2026,TERM_LIFE
399,49,75924.67,10,2026,TERM_LIFE
400,21,167685.4,10,2026,TERM_LIFE
401,21,23451.55,10,2026,TERM_LIFE
402,44,87583.99,10,2026,TERM_LIFE
403,32,17302.969,10,2026,TERM_LIFE
404,23,20809.402,10,2026,TERM_LIFE
405,33,109475.586,10,2026,TERM_LIFE
406,51,124154.32,10,2026,TERM_LIFE
407,43,6949.4023,10,2026,TERM_LIFE
408,32,74946.03,10,2026,TERM_LIFE
409,31,33572.28,10,2026,TERM_LIFE
410,47,182332.28,10,2026,TERM_LIFE
411,52,57148.54,10,2026,TERM_LIFE
412,34,51942.125,10,2026,TERM_LIFE
413,22,81134.69,10,2026,TERM_LIFE
414,19,39792.723,10,2026,TERM_LIFE
415,41,95808.92,10,2026,TERM_LIFE
416,39,82035.0,10,2026,TERM_LIFE
417,49,13905.241,10,2026,TERM_LIFE
418,24,29912.455,10,2026,TERM_LIFE
419,31,54706.344,10,2026,TERM_LIFE
420,42,79807.4,10,2026,TERM_LIFE
421,44,189764.25,10,2026,TERM_LIFE
422,36,19598.766,10,2026,TERM_LIFE
423,33,42342.754,10,2026,TERM_LIFE
424,42,76451.73,10,2026,TERM_LIFE
425,37,46020.25,10,2026,TERM_LIFE
426,51,43290.07,10,2026,TERM_LIFE
427,26,31504.361,10,2026,TERM_LIFE
428,35,49181.938,10,2026,TERM_LIFE
429,49,96275.98,10,2026,TERM_LIFE
430,23,25442.045,10,2026,TERM_LIFE
431,47,14753.437,10,2026,TERM_LIFE
432,53,183105.84,10,2026,TERM_LIFE
433,22,68319.96,10,2026,TERM_LIFE
434,19,70140.09,10,2026,TERM_LIFE
435,19,119032.16,10,2026,TERM_LIFE
436,55,52566.996,10,2026,TERM_LIFE
437,52,6761.4785,10,2026,TERM_LIFE
438,40,83345.66,10,2026,TERM_LIFE
439,35,40094.086,10,2026,TERM_LIFE
440,54,54528.465,10,2026,TERM_LIFE
441,19,74315.695,10,2026,TERM_LIFE
442,49,55960.11,10,2026,TERM_LIFE
443,39,32753.705,10,2026,TERM_LIFE
444,42,16207.562,10,2026,TERM_LIFE
445,40,85588.52,10,2026,TERM_LIFE
446,50,72786.3,10,2026,TERM_LIFE
447,40,90890.77,10,2026,TERM_LIFE
448,43,83149.32,10,2026,TERM_LIFE
449,21,69780.016,10,2026,TERM_LIFE
450,21,35819.266,10,2026,TERM_LIFE
451,32,51840.797,10,2026,TERM_LIFE
452,52,40460.91,10,2026,TERM_LIFE
453,47,47427.434,10,2026,TERM_LIFE
454,43,52298.605,10,2026,TERM_LIFE
455,54,14463.121,10,2026,TERM_LIFE
456,23,179458.77,10,2026,TERM_LIFE
457,43,15027.377,10,2026,TERM_LIFE
458,19,13584.797,10,2026,TERM_LIFE
459,35,14186.323,10,2026,TERM_LIFE
460,18,18710.14,10,2026,TERM_LIFE
461,46,98507.48,10,2026,TERM_LIFE
462,54,51576.434,10,2026,TERM_LIFE
463,44,8473.9375,10,2026,TERM_LIFE
464,20,27926.88,10,2026,TERM_LIFE
465,46,17748.46,10,2026,TERM_LIFE
466,24,81224.63,10,2026,TERM_LIFE
467,47,84358.39,10,2026,TERM_LIFE
468,26,81344.23,10,2026,TERM_LIFE
469,31,12926.449,10,2026,TERM_LIFE
470,31,33513.938,10,2026,TERM_LIFE
471,39,70386.65,10,2026,TERM_LIFE
472,20,49949.45,10,2026,TERM_LIFE
473,37,42413.668,10,2026,TERM_LIFE
474,54,66716.65,10,2026,TERM_LIFE
475,27,30456.275,10,2026,TERM_LIFE
476,38,44588.48,10,2026,TERM_LIFE
477,54,8411.683,10,2026,TERM_LIFE
478,22,56249.656,10,2026,TERM_LIFE
479,51,57285.35,10,2026,TERM_LIFE
480,44,56556.137,10,2026,TERM_LIFE
481,20,47594.574,10,2026,TERM_LIFE
482,20,20110.021,10,2026,TERM_LIFE
483,37,193635.27,10,2026,TERM_LIFE
484,18,34281.477,10,2026,TERM_LIFE
485,37,28805.48,10,2026,TERM_LIFE
486,30,30116.479,10,2026,TERM_LIFE
487,39,179648.73,10,2026,TERM_LIFE
488,47,38794.168,10,2026,TERM_LIFE
489,38,33998.94,10,2026,TERM_LIFE
490,29,31429.498,10,2026,TERM_LIFE
491,46,7311.35,10,2026,TERM_LIFE
492,30,40161.176,10,2026,TERM_LIFE
493,25,3645.892,10,2026,TERM_LIFE
494,23,381425.25,10,2026,TERM_LIFE
495,39,29043.697,10,2026,TERM_LIFE
496,49,62758.938,10,2026,TERM_LIFE
497,50,217514.67,10,2026,TERM_LIFE
498,42,56134.02,10,2026,TERM_LIFE
499,52,168423.6,10,2026,TERM_LIFE
500,46,56912.76,10,2026,TERM_LIFE
501,20,39835.18,10,2026,TERM_LIFE
502,24,28380.55,10,2026,TERM_LIFE
503,39,159951.73,10,2026,TERM_LIFE
504,47,23399.834,10,2026,TERM_LIFE
505,49,123071.36,10,2026,TERM_LIFE
506,51,25249.86,10,2026,TERM_LIFE
507,36,42247.4,10,2026,TERM_LIFE
508,24,22956.195,10,2026,TERM_LIFE
509,44,13684.574,10,2026,TERM_LIFE
510,29,38687.87,10,2026,TERM_LIFE
511,34,41480.027,10,2026,TERM_LIFE
512,19,27721.613,10,2026,TERM_LIFE
513,52,196614.16,10,2026,TERM_LIFE
514,20,77445.695,10,2026,TERM_LIFE
515,18,15099.408,10,2026,TERM_LIFE
516,52,17725.953,10,2026,TERM_LIFE
517,41,94740.305,10,2026,TERM_LIFE
518,34,87739.414,10,2026,TERM_LIFE
519,19,49944.324,10,2026,TERM_LIFE
520,46,27555.242,10,2026,TERM_LIFE
521,46,28954.309,10,2026,TERM_LIFE
522,43,52871.535,10,2026,TERM_LIFE
523,54,123270.54,10,2026,TERM_LIFE
524,22,247776.7,10,2026,TERM_LIFE
525,35,47317.535,10,2026,TERM_LIFE
526,36,19775.098,10,2026,TERM_LIFE
527,38,326105.7,10,2026,TERM_LIFE
528,31,31004.35,10,2026,TERM_LIFE
529,24,71910.04,10,2026,TERM_LIFE
530,48,21149.367,10,2026,TERM_LIFE
531,31,47556.273,10,2026,TERM_LIFE
532,18,453936.1,10,2026,TERM_LIFE
533,27,32599.137,10,2026,TERM_LIFE
534,35,129965.17,10,2026,TERM_LIFE
535,41,60651.324,10,2026,TERM_LIFE
536,42,39559.066,10,2026,TERM_LIFE
537,30,71684.555,10,2026,TERM_LIFE
538,40,13255.796,10,2026,TERM_LIFE
539,55,196415.83,10,2026,TERM_LIFE
540,40,98075.1,10,2026,TERM_LIFE
541,44,61270.418,10,2026,TERM_LIFE
542,22,72737.89,10,2026,TERM_LIFE
543,54,87589.305,10,2026,TERM_LIFE
544,52,39798.324,10,2026,TERM_LIFE
545,40,50249.016,10,2026,TERM_LIFE
546,29,45316.086,10,2026,TERM_LIFE
547,32,26782.139,10,2026,TERM_LIFE
548,37,34599.184,10,2026,TERM_LIFE
549,34,37109.707,10,2026,TERM_LIFE
550,30,94485.44,10,2026,TERM_LIFE
551,55,19885.336,10,2026,TERM_LIFE
552,36,79985.24,10,2026,TERM_LIFE
553,23,21066.2,10,2026,TERM_LIFE
554,24,62806.8,10,2026,TERM_LIFE
555,28,84326.984,10,2026,TERM_LIFE
556,44,110406.46,10,2026,TERM_LIFE
557,44,26425.598,10,2026,TERM_LIFE
558,35,26942.453,10,2026,TERM_LIFE
559,27,45445.84,10,2026,TERM_LIFE
560,50,44566.24,10,2026,TERM_LIFE
561,18,47067.555,10,2026,TERM_LIFE
562,36,19518.14,10,2026,TERM_LIFE
563,34,87686.875,10,2026,TERM_LIFE
564,40,243520.69,10,2026,TERM_LIFE
565,37,21653.137,10,2026,TERM_LIFE
566,46,81133.65,10,2026,TERM_LIFE
567,46,18874.604,10,2026,TERM_LIFE
568,42,55984.254,10,2026,TERM_LIFE
569,52,60230.01,10,2026,TERM_LIFE
570,51,184171.3,10,2026,TERM_LIFE
571,38,18382.785,10,2026,TERM_LIFE
572,22,80422.734,10,2026,TERM_LIFE
573,39,67353.164,10,2026,TERM_LIFE
574,24,104307.68,10,2026,TERM_LIFE
575,46,561676.44,10,2026,TERM_LIFE
576,42,29337.701,10,2026,TERM_LIFE
577,51,105478.59,10,2026,TERM_LIFE
578,44,55013.68,10,2026,TERM_LIFE
579,40,28341.107,10,2026,TERM_LIFE
580,36,164264.83,10,2026,TERM_LIFE
581,31,43610.586,10,2026,TERM_LIFE
582,34,180182.98,10,2026,TERM_LIFE
583,23,47587.39,10,2026,TERM_LIFE
584,39,80946.29,10,2026,TERM_LIFE
585,50,50286.145,10,2026,TERM_LIFE
586,52,20651.57,10,2026,TERM_LIFE
587,22,22903.217,10,2026,TERM_LIFE
588,55,63222.516,10,2026,TERM_LIFE
589,27,20766.045,10,2026,TERM_LIFE
590,26,145965.9,10,2026,TERM_LIFE
591,44,108480.13,10,2026,TERM_LIFE
592,29,59602.902,10,2026,TERM_LIFE
593,55,20350.447,10,2026,TERM_LIFE
594,42,127483.125,10,2026,TERM_LIFE
595,39,36076.902,10,2026,TERM_LIFE
596,42,57455.168,10,2026,TERM_LIFE
597,42,18129.717,10,2026,TERM_LIFE
598,32,11206.601,10,2026,TERM_LIFE
599,35,38661.402,10,2026,TERM_LIFE
600,55,21951.121,10,2026,TERM_LIFE
601,37,5122.807,10,2026,TERM_LIFE
602,45,43562.293,10,2026,TERM_LIFE
603,35,33501.617,10,2026,TERM_LIFE
604,37,23924.549,10,2026,TERM_LIFE
605,46,73311.3,10,2026,TERM_LIFE
