policy_id,Year,issue_age,coverage_years,issue_year,portfolio_id,current_age,in_force,sum_assured,qx,lapse_rate,survival_multiplier,survival_multiplier_opening,survival_ratio,discount_factor,discount_factor_opening,acquisition_cost,admin_cost,collection_cost,maintenance_cost,total_expense_base,total_expense,unit_claim_pv,unit_expense_pv,unit_surrender_pv,premium_annuity_pv,net_annual_premium,gross_annual_premium,Gross_Premium_Inflow,Net_Premium_Inflow,Death_Benefits,surrender_charge,Surrender_Benefit,Operating_Expenses,Reinsurance_Ceding,Reinsurance_Recovery,Counterparty_Default_Cost,Net_Death_Benefit,Total_Outflows,Total_Inflows,Net_Cash_Flow,PV_Gross_Premium_Inflow,PV_Net_Premium_Inflow,PV_Reinsurance_Ceding,PV_Death_Benefits,PV_Surrender_Benefit,PV_Operating_Expenses,PV_Reinsurance_Recovery,PV_Counterparty_Default_Cost,PV_Net_Death_Benefit,PV_Total_Inflows,PV_Total_Outflows,PV_Net_Cash_Flow
2,7,34,10,2026,TERM_LIFE,40,True,94630.086,0.00403,0.040656965,0.9554769,0.94919044,0.6295851,0.7106813,0.7462154,0.0,134.00957,9.543295,67.00478,201.01434,210.55763,170.63324,86.284004,0.0,0.46980608,553.2696,757.9035,477.16473,348.3303,240.0981,2838.9028,0.0,127.17429,190.86589,96.03924,0.2881177,144.05887,462.3871765136719,573.2039794921875,110.81680297851562,356.06768798828125,259.929443359375,142.42706298828125,170.63323974609375,0.0,90.3803939819336,68.2532958984375,0.2047598659992218,102.37994384765625,424.32098388671875,335.3921606838703,88.92882320284843
2,8,34,10,2026,TERM_LIFE,41,True,94630.086,0.00434,0.034993775,0.9608181,0.9554769,0.601554,0.67683935,0.7106813,0.0,140.71004,9.118397,70.35502,211.06506,220.18346,167.2165,82.92905,0.0,0.42751318,553.2696,757.9035,455.91986,332.82153,247.05495,1892.6017,0.0,127.81723,182.36795,98.82198,0.29646596,148.23297,458.7146301269531,554.7418212890625,96.02719116210938,324.01373291015625,236.53004455566406,129.60549926757812,167.2165069580078,0.0,86.51173400878906,66.88660430908203,0.2006598263978958,100.32991027832031,390.9003372192383,316.6478033810854,74.25253383815289
2,9,34,10,2026,TERM_LIFE,42,True,94630.086,0.00467,0.030119421,0.9653512,0.9608181,0.577984,0.6446089,0.67683935,0.0,147.74554,8.761122,73.87277,221.61832,230.37944,164.64867,80.0822,0.0,0.3912023,553.2696,757.9035,438.0561,319.78094,255.42412,946.3011,0.0,129.14505,175.22244,102.16965,0.30650896,153.25447,457.9284973144531,540.2257080078125,82.29721069335938,296.49359130859375,216.44032287597656,118.59744262695312,164.64866638183594,0.0,83.248046875,65.85946655273438,0.19757840037345886,98.78919982910156,362.3530578613281,300.83226773142815,61.52079012989998
2,10,34,10,2026,TERM_LIFE,43,True,94630.086,0.00503,0.025924027,0.9691764,0.9653512,0.55795753,0.61391324,0.6446089,0.0,155.13281,8.457559,77.56641,232.69922,241.15678,163.04419,77.64185,0.0,0.3596644,553.2696,757.9035,422.87796,308.70093,265.58182,0.0,8.002771,131.06703,169.15118,106.23273,0.3186982,159.34909,467.8887634277344,529.1107177734375,61.221954345703125,272.5909118652344,198.99136352539062,109.03636169433594,163.044189453125,4.9130072593688965,80.46378326416016,65.2176742553711,0.195653036236763,97.8265151977539,337.80858612060547,292.43532045185566,45.37326566874981
3,1,45,10,2026,TERM_LIFE,45,True,37575.605,0.0058500003,0.1,0.894735,1.0,1.0,0.95238096,1.0,500.0,100.0,14.283348,50.0,650.0,664.2833,209.34982,557.1429,0.0,1.0,521.3422,714.1674,714.1674,521.3422,219.8173,3381.8044,0.0,597.855,285.66696,87.926926,0.26378077,131.89038,1015.6761474609375,802.0943603515625,-213.581787109375,714.1674194335938,521.3422241210938,285.6669616699219,209.34982299804688,0.0,569.3856811523438,83.73992919921875,0.251219779253006,125.6098861694336,797.9073486328125,980.9137487709522,-183.00640013813972
3,2,45,10,2026,TERM_LIFE,46,True,37575.605,0.0063300002,0.0860708,0.90814406,0.894735,0.894735,0.90702945,0.95238096,0.0,104.99999,12.779812,52.499996,157.49998,170.2798,193.0303,116.81777,0.0,0.85212857,521.3422,714.1674,638.9906,466.46313,212.81592,3006.0486,0.0,139.24196,255.59624,85.126366,0.2553791,127.68955,522.7831420898438,724.116943359375,201.33380126953125,608.5625,444.2506103515625,243.42498779296875,193.03030395507812,0.0,126.29655456542969,77.21212005615234,0.23163637518882751,115.81818389892578,685.7746200561523,485.77136263251305,200.0032574236393
3,3,45,10,2026,TERM_LIFE,47,True,37575.605,0.00686,0.07408182,0.91956633,0.90814406,0.8125483,0.8638376,0.90702945,0.0,110.25,11.60591,55.125,165.375,176.98091,180.93033,107.47903,0.0,0.73700523,521.3422,714.1674,580.29553,423.61572,209.44948,2630.2922,0.0,133.15216,232.11821,83.77979,0.25133938,125.669685,491.19140625,664.0753173828125,172.8839111328125,526.3451538085938,384.23193359375,210.53805541992188,180.93032836914062,0.0,115.02184295654297,72.37213134765625,0.21711640059947968,108.55819702148438,598.71728515625,434.3352117985487,164.3820733577013
3,4,45,10,2026,TERM_LIFE,48,True,37575.605,0.00745,0.063762814,0.9292623,0.91956633,0.747192,0.82270247,0.8638376,0.0,115.7625,10.672403,57.88125,173.64374,184.31615,172.08273,99.93556,0.0,0.64545256,521.3422,714.1674,533.6202,389.54276,209.16763,2254.5364,0.0,128.93817,213.44807,83.66705,0.25100118,125.50058,468.1378479003906,617.2872314453125,149.14938354492188,460.961181640625,336.5016784667969,184.3844757080078,172.08273315429688,0.0,106.07775115966797,68.83309173583984,0.20649929344654083,103.2496337890625,529.7942733764648,393.9183599501848,135.87591342628002
3,5,45,10,2026,TERM_LIFE,49,True,37575.605,0.0081001,0.054881163,0.9374633,0.9292623,0.69433737,0.7835262,0.82270247,0.0,121.55062,9.917462,60.77531,182.32593,192.2434,165.58478,93.74733,0.0,0.5712331,521.3422,714.1674,495.87314,361.9874,211.3328,1878.7803,0.0,126.15614,198.34926,84.53312,0.25359938,126.799675,451.55865478515625,580.40625,128.84759521484375,407.9560546875,297.80792236328125,163.1824188232422,165.58477783203125,0.0,98.84664154052734,66.2339096069336,0.19870175421237946,99.35086822509766,474.1899642944336,361.57863034307957,112.61133395135403
3,6,45,10,2026,TERM_LIFE,50,True,37575.605,0.00882,0.047236655,0.94435996,0.9374633,0.6509158,0.7462154,0.7835262,0.0,127.62816,9.297256,63.81408,191.44223,200.73949,160.97691,88.59553,0.0,0.5100096,521.3422,714.1674,464.86285,339.34988,215.72446,1503.0242,0.0,124.49234,185.94514,86.28979,0.25886938,129.43466,440.1310119628906,551.1526489257812,111.02163696289062,364.2322082519531,265.8895263671875,145.69288635253906,160.97691345214844,0.0,92.89810180664062,64.3907699584961,0.19317232072353363,96.58613586425781,428.6229782104492,335.37029634416103,93.25268186628819
3,7,45,10,2026,TERM_LIFE,51,True,37575.605,0.0096099,0.040656965,0.95012385,0.94435996,0.6146988,0.7106813,0.7462154,0.0,134.00957,8.779957,67.00478,201.01434,209.7943,157.74739,84.24386,0.0,0.45869774,521.3422,714.1674,438.99786,320.46844,221.96642,1127.2682,0.0,123.71717,175.59915,88.78657,0.26635972,133.17984,432.76251220703125,527.784423828125,95.02191162109375,327.58697509765625,239.13848876953125,131.0347900390625,157.7473907470703,0.0,87.9234848022461,63.09895324707031,0.1892968714237213,94.64842224121094,390.68592834472656,313.79599395394325,76.88993439078331
3,8,45,10,2026,TERM_LIFE,52,True,37575.605,0.0104600005,0.034993775,0.95491225,0.95012385,0.58404,0.67683935,0.7106813,0.0,140.71004,8.342047,70.35502,211.06506,219.4071,155.36954,80.514595,0.0,0.4150663,521.3422,714.1674,417.10233,304.4847,229.55157,751.5121,0.0,123.658325,166.84093,91.82063,0.2754619,137.73094,428.50567626953125,508.9229736328125,80.41729736328125,296.42681884765625,216.3916015625,118.57073211669922,155.36953735351562,0.0,83.69682312011719,62.14781951904297,0.18644346296787262,93.22171783447266,358.5746383666992,295.67571653425694,62.898921832442284
3,9,45,10,2026,TERM_LIFE,53,True,37575.605,0.01139,0.030119421,0.9588337,0.95491225,0.55770695,0.6446089,0.67683935,0.0,147.74554,7.965923,73.87277,221.61832,229.58424,153.86224,77.27274,0.0,0.377478,521.3422,714.1674,398.29614,290.7562,238.69084,375.75613,2.4455276,124.18422,159.31847,95.47634,0.28642905,143.21451,429.44915771484375,493.7724914550781,64.32333374023438,269.5824890136719,196.79522705078125,107.8330078125,153.86224365234375,1.576408863067627,80.05025482177734,61.544898986816406,0.1846347153186798,92.31735229492188,331.1273880004883,281.9616585075855,49.165729492902756
3,10,45,10,2026,TERM_LIFE,54,True,37575.605,0.0124,0.025924027,0.96199745,0.9588337,0.5347482,0.61391324,0.6446089,0.0,155.13281,7.637995,77.56641,232.69922,240.33722,152.96216,74.412186,0.0,0.34470347,521.3422,714.1674,381.89975,278.7868,249.15926,0.0,7.227277,125.18813,152.7599,99.663704,0.2989911,149.49554,434.9698181152344,481.5634460449219,46.5936279296875,246.1759796142578,179.70846557617188,98.47039794921875,152.962158203125,4.436921119689941,76.85465240478516,61.18486785888672,0.18355460464954376,91.77729034423828,307.36084747314453,271.7228164225817,35.63803105056286
4,1,35,10,2026,TERM_LIFE,35,True,131179.1,0.00301,0.1,0.897291,1.0,1.0,0.95238096,1.0,500.0,100.0,19.3072,50.0,650.0,669.3072,376.04675,557.1429,0.0,1.0,704.7128,965.36,965.36,704.7128,394.8491,11806.118,0.0,602.37646,386.144,157.93964,0.47381893,236.90945,1225.90380859375,1123.299560546875,-102.604248046875,965.3599853515625,704.7128295898438,386.1440124511719,376.0467529296875,0.0,573.69189453125,150.418701171875,0.45125612616539,225.6280517578125,1115.7786865234375,1185.9152148663998,-70.13652834296227
4,2,35,10,2026,TERM_LIFE,36,True,131179.1,0.0031400002,0.0860708,0.9110595,0.897291,0.897291,0.90702945,0.95238096,0.0,104.99999,17.324175,52.499996,157.49998,174.82416,335.2347,117.15148,0.0,0.8545629,704.7128,965.36,866.2088,632.33246,369.59628,10494.327,0.0,143.36638,346.48352,147.83852,0.44351554,221.75777,712.0512084960938,1014.0473022460938,301.99609375,824.9607543945312,602.2213745117188,329.98431396484375,335.2347106933594,0.0,130.0375213623047,134.09388732910156,0.40228164196014404,201.1408233642578,959.0546417236328,661.5649403333664,297.4897013902664
4,3,35,10,2026,TERM_LIFE,37,True,131179.1,0.0033,0.07408182,0.92286265,0.9110595,0.8174855,0.8638376,0.90702945,0.0,110.25,15.783356,55.125,165.375,181.15836,305.6967,108.1321,0.0,0.74148345,704.7128,965.36,789.1678,576.0925,353.88214,9182.536,0.0,137.12323,315.6671,141.55286,0.42465857,212.32928,665.5443115234375,930.7206420898438,265.17633056640625,715.7984008789062,522.5328979492188,286.3193664550781,305.6966857910156,0.0,118.45220184326172,122.27867889404297,0.3668360412120819,183.4180145263672,838.0770797729492,588.5564188659191,249.5206609070301
4,4,35,10,2026,TERM_LIFE,38,True,131179.1,0.0035100002,0.063762814,0.93295103,0.92286265,0.75442684,0.82270247,0.8638376,0.0,115.7625,14.565868,57.88125,173.64374,188.20961,285.7799,100.903206,0.0,0.6517023,704.7128,965.36,728.29346,531.6543,347.36728,7870.7456,0.0,132.93668,291.31738,138.94691,0.41684076,208.42036,633.09130859375,867.2403564453125,234.1490478515625,629.1272583007812,459.2629699707031,251.65090942382812,285.7799072265625,0.0,109.3673324584961,114.31196594238281,0.3429359197616577,171.4679412841797,743.4392242431641,532.8291190862656,210.6101051568985
4,5,35,10,2026,TERM_LIFE,39,True,131179.1,0.0037500001,0.054881163,0.94157463,0.93295103,0.7038433,0.7835262,0.82270247,0.0,121.55062,13.589243,60.77531,182.32593,195.91518,271.28476,95.03079,0.0,0.57905364,704.7128,965.36,679.46216,496.0074,346.23572,6558.9546,0.0,130.32582,271.78488,138.4943,0.41548288,207.74142,610.2676391601562,817.9564208984375,207.68878173828125,558.9951782226562,408.0664978027344,223.5980987548828,271.2847595214844,0.0,102.11369323730469,108.51390838623047,0.3255417048931122,162.77084350585938,667.5090866088867,488.80817720294,178.70090940594673
4,6,35,10,2026,TERM_LIFE,40,True,131179.1,0.00403,0.047236655,0.9489237,0.94157463,0.662721,0.7462154,0.7835262,0.0,127.62816,12.795286,63.81408,191.44223,204.23752,261.43552,90.202324,0.0,0.5192592,704.7128,965.36,639.76434,467.02798,350.3486,5247.1636,0.0,128.9589,255.90575,140.13945,0.42041835,210.20915,595.4942016601562,779.90380859375,184.40960693359375,501.2721252441406,365.92864990234375,200.50885009765625,261.4355163574219,0.0,96.23110961914062,104.57421875,0.3137226402759552,156.86131286621094,605.8463439941406,453.91499522328377,151.93134877085686
4,7,35,10,2026,TERM_LIFE,41,True,131179.1,0.00434,0.040656965,0.95517945,0.9489237,0.6288716,0.7106813,0.7462154,0.0,134.00957,12.14175,67.00478,201.01434,213.1561,254.44344,86.18623,0.0,0.4692737,704.7128,965.36,607.0875,443.1739,358.02747,3935.3728,0.0,128.59784,242.835,143.21098,0.42963296,214.81648,586.678955078125,750.2985229492188,163.61956787109375,453.01806640625,330.70318603515625,181.2072296142578,254.4434356689453,0.0,91.39208221435547,101.77737426757812,0.30533212423324585,152.6660614013672,554.7954406738281,425.5707053542137,129.2247353196144
4,8,35,10,2026,TERM_LIFE,42,True,131179.1,0.00467,0.034993775,0.96049964,0.95517945,0.60068524,0.67683935,0.7106813,0.0,140.71004,11.597549,70.35502,211.06506,222.66261,249.0658,82.80929,0.0,0.42689577,704.7128,965.36,579.8775,423.3106,367.9836,2623.5818,0.0,129.06972,231.951,147.19345,0.44158036,220.79016,582.25244140625,727.0709228515625,144.8184814453125,412.10809326171875,300.83892822265625,164.84324645996094,249.0657958984375,0.0,87.35946655273438,99.6263198852539,0.2988789677619934,149.43946838378906,511.73441314697266,401.94106036424637,109.79335278272629
4,9,35,10,2026,TERM_LIFE,43,True,131179.1,0.00503,0.030119421,0.9650021,0.96049964,0.57695794,0.6446089,0.67683935,0.0,147.74554,11.1394415,73.87277,221.61832,232.75775,245.39915,79.94005,0.0,0.39050785,704.7128,965.36,556.9721,406.58966,380.69464,1311.7913,0.0,130.24666,222.78885,152.27786,0.4568336,228.41678,581.9091186523438,709.25,127.34088134765625,376.98065185546875,275.1958923339844,150.79226684570312,245.39915466308594,0.0,83.95816040039062,98.15966796875,0.29447901248931885,147.23948669433594,475.14031982421875,382.284392952919,92.85592687129974
4,10,35,10,2026,TERM_LIFE,44,True,131179.1,0.0054200003,0.025924027,0.96879643,0.9650021,0.5567656,0.61391324,0.6446089,0.0,155.13281,10.749585,77.56641,232.69922,243.4488,243.02074,77.47599,0.0,0.35889608,704.7128,965.36,537.47925,392.35986,395.8552,0.0,10.171548,132.03008,214.9917,158.34209,0.47502628,237.5131,595.1814575195312,695.8213500976562,100.639892578125,346.46392822265625,252.91867065429688,138.5855712890625,243.02073669433594,6.244447708129883,81.05500793457031,97.20830535888672,0.29162493348121643,145.81243896484375,443.67223358154297,371.98909083008766,71.6831427514553
5,1,39,10,2026,TERM_LIFE,39,True,50980.555,0.0037500001,0.1,0.896625,1.0,1.0,0.95238096,1.0,500.0,100.0,13.034843,50.0,650.0,663.03485,182.07343,557.1429,0.0,1.0,475.77182,651.7422,651.7422,475.77182,191.1771,4588.25,0.0,596.7313,260.69687,76.47084,0.22941253,114.70625,972.3638305664062,728.2130126953125,-244.15081787109375,651.7421875,475.7718200683594,260.6968688964844,182.07342529296875,0.0,568.3155517578125,72.8293685913086,0.21848812699317932,109.24404907226562,724.5715560913086,938.4749578535557,-213.90340176224709
5,2,39,10,2026,TERM_LIFE,40,True,50980.555,0.00403,0.0860708,0.9102461,0.896625,0.896625,0.90702945,0.95238096,0.0,104.99999,11.6873665,52.499996,157.49998,169.18735,167.08669,117.06453,0.0,0.85392857,475.77182,651.7422,584.36835,426.5889,184.21307,4078.4446,0.0,138.64087,233.74734,73.685234,0.22105572,110.52784,483.1371154785156,658.0535888671875,174.91647338867188,556.541259765625,406.275146484375,222.61651611328125,167.08668518066406,0.0,125.75135040283203,66.83467864990234,0.20050404965877533,100.25200653076172,623.3759384155273,448.8203770965338,174.55556131899357
5,3,39,10,2026,TERM_LIFE,41,True,50980.555,0.00434,0.07408182,0.9218997,0.9102461,0.81614935,0.8638376,0.90702945,0.0,110.25,10.638379,55.125,165.375,176.01338,155.98975,107.95536,0.0,0.7402715,475.77182,651.7422,531.91895,388.30087,180.57762,3568.639,0.0,133.01112,212.76758,72.23105,0.21669315,108.34657,454.34197998046875,604.1500244140625,149.80804443359375,482.4661560058594,352.2003173828125,192.98646545410156,155.98974609375,0.0,114.90000915527344,62.395896911621094,0.18718768656253815,93.59384155273438,544.8620529174805,401.6675038486719,143.19454906880856
5,4,39,10,2026,TERM_LIFE,42,True,50980.555,0.00467,0.063762814,0.931865,0.9218997,0.75240785,0.82270247,0.8638376,0.0,115.7625,9.807519,57.88125,173.64374,183.45126,147.37288,100.63317,0.0,0.6499582,475.77182,651.7422,490.37595,357.97446,179.13266,3058.8335,0.0,129.22899,196.15038,71.65307,0.21495922,107.47959,433.07391357421875,562.0289916992188,128.955078125,423.6051940917969,309.2317810058594,169.4420623779297,147.3728790283203,0.0,106.31700897216797,58.94915771484375,0.17684747278690338,88.42372131347656,482.5543518066406,364.3596401363611,118.1947116702795
