policy_id,bel_opening,ra_opening,csm_opening,is_onerous,onerous_loss,pv_premiums,finance_cost,csm_release,unlock_gain_loss,csm_closing_raw,csm_closing,loss_component
22,49.35173818972896,7.7411766,0.0,True,57.09291479495357,5380.469665527344,0.0,0.0,0.0,0.0,0.0,57.092915
23,235.09653544565117,6.669638,0.0,True,241.76617360254204,3448.231185913086,0.0,0.0,0.0,0.0,0.0,241.76617
24,217.00413563024182,6.446467,0.0,True,223.45060255300183,3634.0928344726562,0.0,0.0,0.0,0.0,0.0,223.4506
25,71.8660398151161,7.8325624,0.0,True,79.69860226171033,5162.622039794922,0.0,0.0,0.0,0.0,0.0,79.6986
26,188.65616074660937,6.3298945,0.0,True,194.98605528930347,3935.5213165283203,0.0,0.0,0.0,0.0,0.0,194.98605
27,196.06946489928748,6.1171837,0.0,True,202.18664858459022,3818.5184783935547,0.0,0.0,0.0,0.0,0.0,202.18665
28,-1980.536293856574,39.19061,1941.3456848783026,False,0.0,27224.542236328125,97.06728,268.59595,0.0,1769.8170212430487,1769.8170212430487,0.0
29,354.10780554147095,5.8982196,0.0,True,360.00602512688965,2210.8826904296875,0.0,0.0,0.0,0.0,0.0,360.006
30,226.32831405211243,6.251603,0.0,True,232.5799171786383,3521.4462127685547,0.0,0.0,0.0,0.0,0.0,232.57991
31,-79.65295884995851,9.896516,69.75644300370607,False,0.0,6754.774139404297,3.487822,9.236782,0.0,64.00748298554811,64.00748298554811,0.0
32,227.51263027521307,5.918621,0.0,True,233.4312513384455,3510.664840698242,0.0,0.0,0.0,0.0,0.0,233.43124
33,174.16332273927105,6.893126,0.0,True,181.05644875016583,4086.237014770508,0.0,0.0,0.0,0.0,0.0,181.05644
34,276.0815540696904,5.7050323,0.0,True,281.7865864183232,3002.5391845703125,0.0,0.0,0.0,0.0,0.0,281.7866
35,-65.10437921374847,8.936136,56.168242968020934,False,0.0,6617.889709472656,2.808412,7.8928747,0.0,51.083780325351256,51.083780325351256,0.0
36,208.35186665494052,6.1621814,0.0,True,214.5140480323514,3723.3797454833984,0.0,0.0,0.0,0.0,0.0,214.51405
37,351.34950909823647,5.3623095,0.0,True,356.71181855410805,2238.0616912841797,0.0,0.0,0.0,0.0,0.0,356.71182
38,319.41392371145906,6.242238,0.0,True,325.65616175619783,2562.1570434570312,0.0,0.0,0.0,0.0,0.0,325.65616
39,80.28076008390724,7.4814224,0.0,True,87.76218250822365,5070.455322265625,0.0,0.0,0.0,0.0,0.0,87.762184
40,251.02267547365665,6.3884583,0.0,True,257.4111337256098,3227.8363037109375,0.0,0.0,0.0,0.0,0.0,257.41113
41,-376.5180310823306,12.649762,363.8682689287051,False,0.0,9890.957275390625,18.193413,49.16304,0.0,332.898641548334,332.898641548334,0.0
42,256.3123229782466,5.7425637,0.0,True,262.0548867027644,3177.6480102539062,0.0,0.0,0.0,0.0,0.0,262.0549
43,306.0489584888444,5.9023514,0.0,True,311.9513098682389,2684.615737915039,0.0,0.0,0.0,0.0,0.0,311.95132
44,138.83857934795833,7.5635705,0.0,True,146.4021498473785,4453.162994384766,0.0,0.0,0.0,0.0,0.0,146.40215
45,169.05329546560193,6.9017563,0.0,True,175.95505175222303,4121.542984008789,0.0,0.0,0.0,0.0,0.0,175.95505
46,256.3843866844592,6.1153474,0.0,True,262.49973406986567,3224.274871826172,0.0,0.0,0.0,0.0,0.0,262.49973
47,-31.116657248598074,9.478297,21.63836001501653,False,0.0,6235.5433349609375,1.081918,2.9937873,0.0,19.726490727525686,19.726490727525686,0.0
48,146.45584642491576,6.8161354,0.0,True,153.2719818314099,4378.540588378906,0.0,0.0,0.0,0.0,0.0,153.27199
49,241.4957795884292,6.196605,0.0,True,247.6923847939651,3366.1155700683594,0.0,0.0,0.0,0.0,0.0,247.69238
50,226.91663646469488,6.3166094,0.0,True,233.23324584732427,3535.0514221191406,0.0,0.0,0.0,0.0,0.0,233.23325
51,139.4222168809152,6.608814,0.0,True,146.03103064357998,4450.903717041016,0.0,0.0,0.0,0.0,0.0,146.03104
52,273.9344678566148,5.955078,0.0,True,279.8895459816148,3032.6719360351562,0.0,0.0,0.0,0.0,0.0,279.88956
53,194.5179992080033,6.625792,0.0,True,201.14379123452306,3852.960708618164,0.0,0.0,0.0,0.0,0.0,201.1438
54,20.31715277529969,8.204404,0.0,True,28.52155665255799,5687.7041015625,0.0,0.0,0.0,0.0,0.0,28.521557
55,157.02809966149852,6.78265,0.0,True,163.810749655395,4245.474517822266,0.0,0.0,0.0,0.0,0.0,163.81075
56,-482.0979979248666,13.8115635,468.2864344330453,False,0.0,11011.733581542969,23.414322,63.27121,0.0,428.4295466156625,428.4295466156625,0.0
57,215.91237775856305,6.3233714,0.0,True,222.23574916893293,3648.7005462646484,0.0,0.0,0.0,0.0,0.0,222.23575
58,246.21009714786572,6.3004045,0.0,True,252.51050169651074,3323.1781158447266,0.0,0.0,0.0,0.0,0.0,252.5105
59,205.75581724392424,6.2735,0.0,True,212.02931720959197,3733.7120361328125,0.0,0.0,0.0,0.0,0.0,212.02931
60,96.81566990686815,6.603987,0.0,True,103.41965712381761,4879.534729003906,0.0,0.0,0.0,0.0,0.0,103.419655
61,353.9448579622932,5.8052673,0.0,True,359.7501252962776,2211.5868072509766,0.0,0.0,0.0,0.0,0.0,359.75012
62,224.86100307537723,6.3252068,0.0,True,231.18620983196902,3536.8986206054688,0.0,0.0,0.0,0.0,0.0,231.1862
63,298.5715868122977,5.7433486,0.0,True,304.31493541077793,2756.691940307617,0.0,0.0,0.0,0.0,0.0,304.31494
64,144.08218052402094,6.532146,0.0,True,150.6143265010412,4400.980133056641,0.0,0.0,0.0,0.0,0.0,150.61433
65,225.68862821898267,5.9260874,0.0,True,231.61471559843824,3518.0824432373047,0.0,0.0,0.0,0.0,0.0,231.61472
66,257.4304523738641,5.6972857,0.0,True,263.12773802602476,3212.1001739501953,0.0,0.0,0.0,0.0,0.0,263.12775
67,143.71323447514487,6.971762,0.0,True,150.68499665547324,4404.145324707031,0.0,0.0,0.0,0.0,0.0,150.685
68,220.95774890393835,6.438581,0.0,True,227.396329893776,3597.6410522460938,0.0,0.0,0.0,0.0,0.0,227.39633
69,297.04741991683414,5.8386703,0.0,True,302.8860901705878,2798.4090728759766,0.0,0.0,0.0,0.0,0.0,302.88608
70,259.5385466361799,6.052808,0.0,True,265.59135444410225,3190.2811737060547,0.0,0.0,0.0,0.0,0.0,265.59137
71,305.0179384564666,5.936476,0.0,True,310.95441468708793,2706.8072204589844,0.0,0.0,0.0,0.0,0.0,310.9544
72,-368.2517082378888,13.325899,354.9258091137433,False,0.0,9803.208679199219,17.74629,47.954807,0.0,324.71729203915834,324.71729203915834,0.0
73,279.58816588662904,5.3837647,0.0,True,284.971930630434,2968.9774017333984,0.0,0.0,0.0,0.0,0.0,284.97192
74,268.16041434238576,5.4314547,0.0,True,273.59186900089406,3096.590072631836,0.0,0.0,0.0,0.0,0.0,273.59186
75,-166.48543591432963,10.726663,155.7587732785264,False,0.0,7684.436309814453,7.7879386,21.293537,0.0,142.25317473345194,142.25317473345194,0.0
76,78.06081086646753,7.3255916,0.0,True,85.386402430646,5086.1195068359375,0.0,0.0,0.0,0.0,0.0,85.386406
77,233.33399779368924,6.466111,0.0,True,239.80010897685574,3465.8885955810547,0.0,0.0,0.0,0.0,0.0,239.80011
78,351.4621892444284,5.4114275,0.0,True,356.87361674229214,2237.5863189697266,0.0,0.0,0.0,0.0,0.0,356.87363
79,301.31324123075126,5.8257766,0.0,True,307.1390178077471,2751.978302001953,0.0,0.0,0.0,0.0,0.0,307.139
80,-73.46568361681028,9.0554495,64.41023413103147,False,0.0,6689.560821533203,3.2205117,8.535536,0.0,59.095209993534525,59.095209993534525,0.0
81,352.225014086893,5.3981996,0.0,True,357.62321364515105,2228.970413208008,0.0,0.0,0.0,0.0,0.0,357.6232
82,-511.962463923491,15.364829,496.59763486007546,False,0.0,11387.138366699219,24.829882,68.137764,0.0,453.2897525511155,453.2897525511155,0.0
83,-147.90247006381162,10.364125,137.5383448120416,False,0.0,7494.180084228516,6.8769174,19.11948,0.0,125.2957820411981,125.2957820411981,0.0
84,277.38275036209774,5.815764,0.0,True,283.19851431244564,3004.469284057617,0.0,0.0,0.0,0.0,0.0,283.19852
85,119.17872989463507,6.970357,0.0,True,126.14908683585821,4619.712738037109,0.0,0.0,0.0,0.0,0.0,126.149086
86,141.4583093189031,6.9132104,0.0,True,148.3715197109014,4431.5614013671875,0.0,0.0,0.0,0.0,0.0,148.37152
87,328.073404155866,6.068935,0.0,True,334.14233907331595,2472.3729400634766,0.0,0.0,0.0,0.0,0.0,334.14233
88,-44.87412514310097,9.447309,35.42681660275673,False,0.0,6389.1383056640625,1.7713408,4.6955276,0.0,32.50262989621376,32.50262989621376,0.0
89,227.76001409489203,6.4736757,0.0,True,234.23368982273627,3506.5113372802734,0.0,0.0,0.0,0.0,0.0,234.23369
90,-104.9665691558298,9.305547,95.66102239527072,False,0.0,7016.512939453125,4.783051,12.821706,0.0,87.62236759104098,87.62236759104098,0.0
91,224.04142412250775,5.9689393,0.0,True,230.01036342685956,3560.7171783447266,0.0,0.0,0.0,0.0,0.0,230.01036
92,222.83271192602592,6.320746,0.0,True,229.15345787100273,3567.7391052246094,0.0,0.0,0.0,0.0,0.0,229.15346
93,275.43423316669566,5.5362153,0.0,True,280.97044847202403,3021.426956176758,0.0,0.0,0.0,0.0,0.0,280.97046
94,318.37354388187543,5.6853957,0.0,True,324.0589395994963,2572.747848510742,0.0,0.0,0.0,0.0,0.0,324.05893
95,321.22784765433033,5.797325,0.0,True,327.0251727886077,2541.8063354492188,0.0,0.0,0.0,0.0,0.0,327.02518
96,168.5215414061238,6.9169855,0.0,True,175.43852691790357,4125.2198486328125,0.0,0.0,0.0,0.0,0.0,175.43852
97,123.15763680871021,7.19296,0.0,True,130.35059659417163,4586.527526855469,0.0,0.0,0.0,0.0,0.0,130.3506
98,-1708.156106324599,30.42372,1677.732386918471,False,0.0,24342.008911132812,83.88662,233.22493,0.0,1528.3940766767719,1528.3940766767719,0.0
99,174.99391623436736,6.5661783,0.0,True,181.56009455620574,4075.555633544922,0.0,0.0,0.0,0.0,0.0,181.56009
100,205.24618374376468,6.297561,0.0,True,211.54374491243533,3748.6258087158203,0.0,0.0,0.0,0.0,0.0,211.54375
101,141.4123871807986,6.7870746,0.0,True,148.19946174668604,4429.575134277344,0.0,0.0,0.0,0.0,0.0,148.19946
102,161.8602050989566,6.5615463,0.0,True,168.4217514246402,4195.263412475586,0.0,0.0,0.0,0.0,0.0,168.42175
103,365.0359018591307,5.220987,0.0,True,370.25688870223985,2109.389488220215,0.0,0.0,0.0,0.0,0.0,370.2569
104,-114.07571886630944,9.966572,104.10914705844812,False,0.0,7112.868957519531,5.205457,13.954031,0.0,95.3605732783883,95.3605732783883,0.0
105,36.7691806038423,7.785459,0.0,True,44.55463964543776,5513.118347167969,0.0,0.0,0.0,0.0,0.0,44.554638
106,264.6709009268941,5.931006,0.0,True,270.6019068816365,3126.6983032226562,0.0,0.0,0.0,0.0,0.0,270.6019
107,315.74598898390474,5.7138963,0.0,True,321.4598852584714,2601.062774658203,0.0,0.0,0.0,0.0,0.0,321.4599
108,263.499626878709,5.83277,0.0,True,269.3323967494671,3136.7007904052734,0.0,0.0,0.0,0.0,0.0,269.3324
109,356.2910419613431,5.493158,0.0,True,361.78419982496007,2189.2401428222656,0.0,0.0,0.0,0.0,0.0,361.7842
110,120.31355964721928,7.0946183,0.0,True,127.40817796768437,4652.692779541016,0.0,0.0,0.0,0.0,0.0,127.40818
111,359.587893583637,5.8038683,0.0,True,365.39176187739923,2161.4700469970703,0.0,0.0,0.0,0.0,0.0,365.39175
112,198.16692951383112,6.430641,0.0,True,204.59757068814753,3833.8533477783203,0.0,0.0,0.0,0.0,0.0,204.59756
113,327.6886772831352,6.028095,0.0,True,333.71677205165935,2476.0562744140625,0.0,0.0,0.0,0.0,0.0,333.71677
114,327.27408129572154,5.7581606,0.0,True,333.03224188684703,2480.394729614258,0.0,0.0,0.0,0.0,0.0,333.03226
115,203.485228756149,6.139178,0.0,True,209.62440655537387,3736.1080017089844,0.0,0.0,0.0,0.0,0.0,209.6244
116,315.63582758033283,6.098343,0.0,True,321.73417047584064,2599.923294067383,0.0,0.0,0.0,0.0,0.0,321.73416
117,274.83254147001094,6.012079,0.0,True,280.8446202320654,3028.7955169677734,0.0,0.0,0.0,0.0,0.0,280.84464
118,253.71542944048159,5.941307,0.0,True,259.65673650835265,3252.0269622802734,0.0,0.0,0.0,0.0,0.0,259.65674
119,170.06420958736186,6.6862526,0.0,True,176.750462181356,4119.870346069336,0.0,0.0,0.0,0.0,0.0,176.75046
120,-5113.039033453761,82.94789,5030.091142218409,False,0.0,60800.38671875,251.50456,692.9295,0.0,4588.666200201807,4588.666200201807,0.0
121,177.22264067461805,6.2473006,0.0,True,183.46994129946546,4044.335952758789,0.0,0.0,0.0,0.0,0.0,183.46994
122,313.9854792569172,5.4455614,0.0,True,319.43104066591377,2619.994888305664,0.0,0.0,0.0,0.0,0.0,319.43103
123,176.57469089391702,6.686381,0.0,True,183.26107175710672,4021.093734741211,0.0,0.0,0.0,0.0,0.0,183.26108
124,138.76535464664664,6.707982,0.0,True,145.4733367099401,4458.4288330078125,0.0,0.0,0.0,0.0,0.0,145.47334
125,229.22182175547857,6.107026,0.0,True,235.32884785563726,3506.802505493164,0.0,0.0,0.0,0.0,0.0,235.32884
126,-290.06452080957285,11.86324,278.20128056756846,False,0.0,9023.581176757812,13.910064,38.490692,0.0,253.6206521724879,253.6206521724879,0.0
127,-332.8834123065925,12.805094,320.0783185413337,False,0.0,9491.548828125,16.003916,44.494724,0.0,291.58751005439524,291.58751005439524,0.0
128,314.78458793579057,5.898334,0.0,True,320.68292196212724,2608.872085571289,0.0,0.0,0.0,0.0,0.0,320.68292
129,200.68786468402607,6.546431,0.0,True,207.23429574863178,3796.7264251708984,0.0,0.0,0.0,0.0,0.0,207.2343
130,-1612.1947709925314,34.903263,1577.2915079004904,False,0.0,23405.935791015625,78.86458,221.64418,0.0,1434.5119058497091,1434.5119058497091,0.0
131,-2306.0523121666265,41.901894,2264.150418550904,False,0.0,30597.532348632812,113.20752,310.66226,0.0,2066.695676119263,2066.695676119263,0.0
132,33.89733042567133,8.069766,0.0,True,41.96709647028803,5543.393402099609,0.0,0.0,0.0,0.0,0.0,41.9671
133,-65.86448396045216,8.670366,57.19411767322072,False,0.0,6608.098724365234,2.859706,7.632793,0.0,52.421030648531996,52.421030648531996,0.0
134,291.6558044074425,6.011388,0.0,True,297.6671922324547,2821.5691833496094,0.0,0.0,0.0,0.0,0.0,297.6672
135,271.2612196564172,6.0676455,0.0,True,277.3288652061914,3044.9432220458984,0.0,0.0,0.0,0.0,0.0,277.32886
136,310.3514943478742,5.9582305,0.0,True,316.3097248433271,2652.867446899414,0.0,0.0,0.0,0.0,0.0,316.30972
137,199.56490880684635,6.6724772,0.0,True,206.23738605217716,3816.8875579833984,0.0,0.0,0.0,0.0,0.0,206.23738
138,316.1592703713902,5.4372497,0.0,True,321.59652003188216,2594.4215087890625,0.0,0.0,0.0,0.0,0.0,321.59653
139,313.1691856602001,5.8638597,0.0,True,319.03304531367303,2628.1297302246094,0.0,0.0,0.0,0.0,0.0,319.03305
140,72.33572606092571,7.503074,0.0,True,79.83880023008464,5157.056854248047,0.0,0.0,0.0,0.0,0.0,79.8388
141,-1331.179229152791,27.72116,1303.4580682641192,False,0.0,20233.04833984375,65.172905,180.34067,0.0,1188.2903055077716,1188.2903055077716,0.0
142,-1425.0062053656222,27.669214,1397.336991116965,False,0.0,21124.497802734375,69.86685,191.02774,0.0,1276.17610244509,1276.17610244509,0.0
143,181.5700616042858,6.4007697,0.0,True,187.97083131482657,3998.4612731933594,0.0,0.0,0.0,0.0,0.0,187.97083
144,312.4349407575226,5.4350114,0.0,True,317.86995214439395,2631.3903198242188,0.0,0.0,0.0,0.0,0.0,317.86996
145,-2164.953240526829,44.620327,2120.3329135309796,False,0.0,29341.691528320312,106.01665,296.2779,0.0,1930.0716678034405,1930.0716678034405,0.0
146,320.37804917157075,5.6694903,0.0,True,326.0475395089426,2551.689697265625,0.0,0.0,0.0,0.0,0.0,326.04755
147,-31.798265291750283,9.059833,22.73843271881327,False,0.0,6242.436767578125,1.1369216,3.0800605,0.0,20.79529388099894,20.79529388099894,0.0
148,219.08282047163567,5.9698615,0.0,True,225.05268197905144,3612.218307495117,0.0,0.0,0.0,0.0,0.0,225.05269
149,162.95802984310075,6.6178217,0.0,True,169.57585153652116,4205.998306274414,0.0,0.0,0.0,0.0,0.0,169.57585
150,370.0449496726022,5.7730165,0.0,True,375.8179661253915,2066.681510925293,0.0,0.0,0.0,0.0,0.0,375.81796
151,275.8419624789194,6.3799043,0.0,True,282.22186674909153,3000.1310424804688,0.0,0.0,0.0,0.0,0.0,282.22186
152,109.68993061652168,7.1764617,0.0,True,116.86639231314643,4744.370574951172,0.0,0.0,0.0,0.0,0.0,116.866394
153,-575.0917654050263,17.816135,557.2756299985322,False,0.0,11986.047058105469,27.863781,74.46789,0.0,510.671523095456,510.671523095456,0.0
154,274.75664728545365,6.081212,0.0,True,280.83785932921586,3020.3793182373047,0.0,0.0,0.0,0.0,0.0,280.83786
155,-103.68680496673755,9.453513,94.23329182129078,False,0.0,7007.420745849609,4.7116647,12.575825,0.0,86.36913176040821,86.36913176040821,0.0
156,-13.266270190738112,8.969828,4.296442538760573,False,0.0,6041.278106689453,0.21482213,0.5779549,0.0,3.9333097788318696,3.9333097788318696,0.0
157,131.887302940118,6.813352,0.0,True,138.7006550481197,4509.527130126953,0.0,0.0,0.0,0.0,0.0,138.70065
158,303.9469028229696,5.9031205,0.0,True,309.8500233407003,2719.4583892822266,0.0,0.0,0.0,0.0,0.0,309.85004
159,-40.68861980541669,8.597119,32.09150047405683,False,0.0,6345.29345703125,1.604575,4.255309,0.0,29.440766407093633,29.440766407093633,0.0
160,140.31271342950924,6.7078347,0.0,True,147.02054815012082,4437.626190185547,0.0,0.0,0.0,0.0,0.0,147.02055
161,-403.7277030927838,13.2431,390.484602926463,False,0.0,10247.368530273438,19.524231,54.025715,0.0,355.9831190092267,355.9831190092267,0.0
162,270.52708282287153,6.084842,0.0,True,276.61192502791914,3044.736038208008,0.0,0.0,0.0,0.0,0.0,276.61194
163,311.5823401753016,5.5641174,0.0,True,317.14645760694225,2644.0931701660156,0.0,0.0,0.0,0.0,0.0,317.14645
164,-28.6892200044785,8.452243,20.236977153221176,False,0.0,6207.2850341796875,1.0118488,2.7171028,0.0,18.53172319451909,18.53172319451909,0.0
165,311.24774920387927,5.9098144,0.0,True,317.15756356163683,2644.866973876953,0.0,0.0,0.0,0.0,0.0,317.15756
166,-171.27837099379576,10.684494,160.59387697524107,False,0.0,7721.768981933594,8.029694,21.406755,0.0,147.216815131369,147.216815131369,0.0
167,-243.59362260439104,11.914146,231.6794761810512,False,0.0,8527.381927490234,11.583974,32.206226,0.0,211.05722371675677,211.05722371675677,0.0
168,295.5853693587387,5.5171356,0.0,True,301.1025049788559,2805.4012756347656,0.0,0.0,0.0,0.0,0.0,301.1025
169,17.470996744388287,8.712248,0.0,True,26.18324459289903,5726.193328857422,0.0,0.0,0.0,0.0,0.0,26.183245
170,337.31883581685656,5.5631776,0.0,True,342.88201340245837,2379.584976196289,0.0,0.0,0.0,0.0,0.0,342.88202
171,185.66158448071081,6.422558,0.0,True,192.08414231152136,3946.0108947753906,0.0,0.0,0.0,0.0,0.0,192.08414
172,-327.31393956411887,12.8606205,314.45331906546164,False,0.0,9431.408325195312,15.722666,43.712784,0.0,286.46320103872824,286.46320103872824,0.0
173,126.86601005469151,7.08425,0.0,True,133.95026002798863,4562.412780761719,0.0,0.0,0.0,0.0,0.0,133.95026
174,-23.839773631098808,8.92137,14.918404078486503,False,0.0,6168.043548583984,0.7459202,1.9847627,0.0,13.679561591151298,13.679561591151298,0.0
175,-241.38950901312887,11.3832245,230.00628452582419,False,0.0,8478.108703613281,11.500314,31.338697,0.0,210.1679008512026,210.1679008512026,0.0
176,287.2460651023313,5.831015,0.0,True,293.07708021234714,2899.1343536376953,0.0,0.0,0.0,0.0,0.0,293.0771
177,306.8965439861955,6.0912538,0.0,True,312.98779774367233,2687.3827514648438,0.0,0.0,0.0,0.0,0.0,312.9878
178,325.8569663561518,5.89512,0.0,True,331.7520865000422,2495.805191040039,0.0,0.0,0.0,0.0,0.0,331.75208
179,71.43946330753892,7.563634,0.0,True,79.00309722630112,5148.444366455078,0.0,0.0,0.0,0.0,0.0,79.0031
180,255.62072358335513,6.1685424,0.0,True,261.78926596845645,3233.0572357177734,0.0,0.0,0.0,0.0,0.0,261.78928
181,90.89705558968512,7.9935937,0.0,True,98.89064928246466,4942.776031494141,0.0,0.0,0.0,0.0,0.0,98.89065
182,-53.431230641252284,8.972053,44.45917806709457,False,0.0,6486.3602294921875,2.2229588,6.21236,0.0,40.46977696502853,40.46977696502853,0.0
183,138.78443013948157,6.9399934,0.0,True,145.72442352098182,4457.925445556641,0.0,0.0,0.0,0.0,0.0,145.72443
184,149.53459974195903,6.7733254,0.0,True,156.30792518522685,4345.767761230469,0.0,0.0,0.0,0.0,0.0,156.30792
185,282.33511902122183,6.0345016,0.0,True,288.3696205738036,2951.0487060546875,0.0,0.0,0.0,0.0,0.0,288.36963
186,-335.44421804582305,13.231458,322.21276033555694,False,0.0,9549.174865722656,16.110638,45.27799,0.0,293.04540956651397,293.04540956651397,0.0
187,-616.3803070973711,15.995116,600.3851908635454,False,0.0,12437.194152832031,30.01926,81.11936,0.0,549.2850893925981,549.2850893925981,0.0
188,-283.4435327736587,12.308126,271.13540632407376,False,0.0,8917.928771972656,13.55677,36.82965,0.0,247.86252576987454,247.86252576987454,0.0
189,290.33797389986967,5.938173,0.0,True,296.2761467170999,2855.9342193603516,0.0,0.0,0.0,0.0,0.0,296.27615
190,333.74455772376933,5.803992,0.0,True,339.5485495183555,2415.7388610839844,0.0,0.0,0.0,0.0,0.0,339.54855
191,313.4348085314918,5.877437,0.0,True,319.3122456462074,2610.7076873779297,0.0,0.0,0.0,0.0,0.0,319.31226
192,195.75404369283046,6.3993716,0.0,True,202.15341531682338,3859.224380493164,0.0,0.0,0.0,0.0,0.0,202.15341
193,311.38122506580714,5.8359284,0.0,True,317.21715350590114,2642.5975799560547,0.0,0.0,0.0,0.0,0.0,317.21716
194,242.06009115093408,6.527214,0.0,True,248.58730520122705,3375.9866333007812,0.0,0.0,0.0,0.0,0.0,248.58731
195,-491.0024063201648,15.270291,475.73211499173465,False,0.0,11108.543151855469,23.786606,64.44084,0.0,435.0778791518909,435.0778791518909,0.0
196,242.3668945105663,5.7076755,0.0,True,248.07456996756704,3369.1126861572266,0.0,0.0,0.0,0.0,0.0,248.07457
197,18.131250985778365,8.220361,0.0,True,26.351611741698775,5726.3511962890625,0.0,0.0,0.0,0.0,0.0,26.351612
198,156.43458380364956,6.790007,0.0,True,163.22459091805996,4273.846740722656,0.0,0.0,0.0,0.0,0.0,163.2246
199,32.894262429297896,8.06257,0.0,True,40.956832047522994,5571.558166503906,0.0,0.0,0.0,0.0,0.0,40.956833
200,142.40003295144334,6.682251,0.0,True,149.08228392800584,4399.846252441406,0.0,0.0,0.0,0.0,0.0,149.08229
201,320.34802514836883,5.9183974,0.0,True,326.26642257497406,2551.3795776367188,0.0,0.0,0.0,0.0,0.0,326.26642
202,-828.0338329093734,19.268965,808.7648681419173,False,0.0,14628.470458984375,40.438244,107.30406,0.0,741.8990501182357,741.8990501182357,0.0
203,324.28056770858416,5.7708726,0.0,True,330.0514403015102,2511.854705810547,0.0,0.0,0.0,0.0,0.0,330.05145
204,353.7926915199505,5.7674365,0.0,True,359.5601280243145,2214.3081817626953,0.0,0.0,0.0,0.0,0.0,359.56012
205,-559.2083159424604,15.377551,543.8307648636641,False,0.0,11921.394165039062,27.191538,75.242004,0.0,495.7802983261885,495.7802983261885,0.0
206,223.52383643638214,6.3480415,0.0,True,229.87187797080597,3555.7586212158203,0.0,0.0,0.0,0.0,0.0,229.87187
207,340.6398594291469,5.358336,0.0,True,345.99819540097917,2346.2833251953125,0.0,0.0,0.0,0.0,0.0,345.9982
208,236.62413241048299,6.557711,0.0,True,243.18184353490315,3429.4950561523438,0.0,0.0,0.0,0.0,0.0,243.18184
209,-396.1772642340667,13.301117,382.8761472907073,False,0.0,10166.06982421875,19.143806,52.97304,0.0,349.046912213803,349.046912213803,0.0
210,165.48523778777854,6.863569,0.0,True,172.34880657058494,4151.858779907227,0.0,0.0,0.0,0.0,0.0,172.3488
211,191.37286553989617,6.987594,0.0,True,198.3604596675512,3886.278305053711,0.0,0.0,0.0,0.0,0.0,198.36046
212,206.26935239425518,6.5351596,0.0,True,212.8045119821153,3742.340606689453,0.0,0.0,0.0,0.0,0.0,212.8045
