policy_id,ra_per_policy
268,6.7571273
269,7.2953296
270,8.534808
271,10.247146
272,5.757953
273,6.2428675
274,8.4281645
275,6.9873276
276,6.3023257
277,8.283336
278,10.440984
279,14.386393
280,6.3157945
281,10.277216
282,6.0910172
283,5.3739305
284,10.682245
285,5.7885942
286,9.547761
287,32.161396
288,7.8614197
289,6.2627306
290,7.60437
291,6.236146
292,6.197872
293,6.7493052
294,6.250432
295,17.637196
296,13.682414
297,6.839255
298,6.4134
299,9.781226
300,6.2101912
301,5.681958
302,5.545598
303,7.1332507
304,7.3532305
305,5.5653687
306,5.5239654
307,6.163589
308,6.0289354
309,11.711488
310,6.4008136
311,6.3697267
312,6.6291766
313,10.594803
314,6.3048553
315,7.3178086
316,6.0376787
317,5.5475054
318,5.8665056
319,6.297012
320,6.80256
321,6.187622
322,6.0910296
323,8.468184
324,8.1781645
325,5.7731795
326,5.788582
327,5.959865
328,6.102218
329,5.6811843
330,15.370995
331,6.6174684
332,8.743291
333,5.553319
334,22.007826
335,6.4038453
336,7.317025
337,5.5990815
338,11.548568
339,6.1321197
340,6.0186844
341,6.9116135
342,6.462172
343,13.115433
344,7.2298737
345,6.221608
346,5.655693
347,5.8597274
348,6.4031954
349,6.3536377
350,6.1532288
351,5.6154647
352,7.562955
353,5.9236116
354,6.2129703
355,7.411467
356,6.5935135
357,6.080997
358,7.422384
359,5.760881
360,6.4142885
361,6.403383
362,5.8161592
363,5.9973435
364,9.505614
365,6.137192
366,11.280039
367,7.359943
368,5.4974413
369,5.7147384
370,12.682505
371,22.357939
372,6.4042907
373,5.878586
374,12.142554
375,13.784494
376,7.0861635
377,16.484167
378,8.029325
379,8.786422
380,5.6611314
381,33.17462
382,7.290883
383,6.103372
384,6.383159
385,5.6317735
386,16.816288
387,9.521924
388,7.3512955
389,8.899556
390,5.8382525
391,16.532558
392,6.072011
393,6.0859957
394,11.698945
395,6.1908007
396,6.11461
397,6.3682847
398,8.154759
399,11.368419
400,7.634094
401,5.7051163
402,9.921159
403,5.722809
404,5.638028
405,7.4616656
406,19.284883
407,6.0433764
408,6.384079
409,5.912027
410,20.015318
411,11.823003
412,6.0157304
413,6.5758452
414,5.9279313
415,8.7614565
416,7.2973976
417,6.099739
418,5.732933
419,6.138635
420,8.121787
421,16.21409
422,5.7193637
423,5.924802
424,8.265225
425,6.052002
426,9.265965
427,5.567183
428,5.9404807
429,13.461003
430,5.685272
431,6.118512
432,31.230505
433,5.864177
434,6.330276
435,6.536737
436,11.26502
437,5.8366427
438,8.050181
439,5.7664676
440,12.231919
441,6.1102443
442,9.44413
443,6.0128174
444,5.902841
445,8.198276
446,11.83662
447,8.645009
448,9.849525
449,6.381261
450,5.512384
451,5.85349
452,8.548472
453,7.8727746
454,7.869697
455,6.109146
456,7.59039
457,5.718132
458,5.605591
459,5.513826
460,5.207088
461,10.975545
462,11.480039
463,5.731398
464,6.0300126
465,5.6740737
466,6.438956
467,10.437648
468,6.4511805
469,5.803502
470,6.218909
471,7.6122575
472,6.0786166
473,5.9781604
474,14.758201
475,6.21927
476,6.1808105
477,6.0416613
478,5.8737154
479,10.303135
480,7.666855
481,5.691608
482,5.753757
483,10.595105
484,5.7999177
485,5.5546174
486,5.6086717
487,11.857646
488,7.0065827
489,5.992087
490,5.3173265
491,5.7769227
492,6.070302
493,5.3850403
494,13.123721
495,6.0666046
496,10.40413
497,29.287348
498,7.136986
499,29.541548
500,8.822555
501,5.834316
502,5.507416
503,11.225279
504,6.3139877
505,17.637629
506,6.799198
507,6.177906
508,5.7738876
509,5.3719726
510,5.5842395
511,6.0273757
512,6.0107837
513,29.915388
514,6.353573
515,5.5874667
516,6.290967
517,8.608502
518,7.097671
519,5.9982867
520,6.2086115
521,6.6534038
522,7.123952
523,23.775263
524,9.39741
525,6.0322375
526,5.655582
527,18.760405
528,5.9671097
529,5.8743057
530,6.263808
531,6.0650835
532,13.435199
533,5.668709
534,7.965862
535,6.884256
536,6.0330057
537,6.239994
538,5.58255
539,39.28484
540,8.605844
541,8.039177
542,6.1850657
543,17.623844
544,9.4557295
545,7.108799
546,6.007222
547,5.656368
548,5.994423
549,5.49926
550,6.7253633
551,6.981134
552,6.7250314
553,5.7092957
554,6.1886916
555,6.893871
556,11.44448
557,6.4137154
558,5.873842
559,5.40316
560,8.800329
561,5.8196063
562,5.9556518
563,6.9451776
564,16.436361
565,5.6750093
566,10.305823
567,5.320769
568,6.969291
569,11.721013
570,26.297565
571,5.9041185
572,6.7719765
573,7.279268
574,6.461435
575,55.16476
576,6.4564395
577,16.846498
578,7.714203
579,5.870636
580,9.463002
581,5.7589126
582,9.408533
583,5.587485
584,7.591274
585,9.232304
586,7.170717
587,5.8606477
588,14.584434
589,6.000801
590,7.7188525
591,11.301345
592,6.179484
593,7.453289
594,11.319259
595,6.148884
596,7.5739427
597,5.5387864
598,5.5167937
599,5.9471865
600,7.049434
601,5.4524493
602,6.96219
603,5.951619
604,5.9882507
605,9.72278
606,5.855443
607,31.93632
608,5.538727
609,6.0715904
610,5.56154
611,6.9042153
612,5.9346633
613,10.608106
614,7.705486
615,6.155904
616,23.930944
617,5.8615785
618,5.903943
619,6.771146
620,6.5439568
621,11.7884655
622,8.153295
623,7.43028
624,5.771425
625,7.804113
626,7.9373
627,8.096147
628,6.012732
629,7.1609955
630,27.29072
631,8.970964
632,6.0560884
633,7.915072
634,11.328161
635,7.8266215
636,6.7162166
637,5.9305687
638,8.4580145
639,6.2616878
640,6.3612056
641,5.9773607
642,5.5965486
643,5.440572
644,6.2877665
645,6.9230614
646,8.732348
647,5.388022
648,8.022559
649,5.7672615
650,7.2691026
651,5.504564
652,6.1467524
653,6.783311
654,5.907019
655,5.8038025
656,5.695694
657,8.156583
658,5.199272
659,24.90894
660,7.9300165
661,5.328586
662,5.0256653
663,32.27151
664,6.86418
665,6.670997
666,7.65094
667,7.884581
668,7.0514245
669,8.768558
670,8.465669
671,5.8294234
672,6.139709
673,6.452784
674,6.6310525
675,6.1507363
676,7.8759813
677,5.5256915
678,15.318088
679,5.3443847
680,5.656555
681,6.0026584
682,14.326996
683,6.651853
684,5.5858994
685,6.5714035
686,13.124885
687,7.4647036
688,6.26813
689,5.859958
690,7.851921
691,40.453682
692,11.614539
693,23.86293
694,5.8833847
695,10.25743
696,40.33244
697,10.24998
698,5.615758
699,6.132362
700,5.75995
701,5.7480273
702,16.871733
703,6.0559497
704,8.040148
705,6.4796257
706,6.2640114
707,8.690818
708,8.02434
709,5.947676
710,9.182085
711,6.6378016
712,5.9920397
713,6.7909045
714,8.671034
715,8.407207
716,6.337522
717,16.968462
718,8.056468
719,7.5122666
720,6.053988
721,10.391446
722,12.161559
723,12.435895
724,6.284847
725,14.609665
726,6.7227373
727,5.50538
728,12.1416235
729,7.57052
730,6.539303
731,7.4839997
732,7.1312532
733,6.267465
734,6.052945
735,5.791176
736,8.161323
737,14.309715
738,10.400554
739,6.380211
740,5.3045397
741,6.15823
742,11.656426
743,6.594236
744,38.54328
745,12.404452
746,15.70799
747,6.1272173
748,7.1559052
749,5.9216814
750,5.9589343
751,5.457088
752,5.511804
753,7.5876846
754,5.6893706
755,8.760656
756,8.1670885
757,10.995469
758,6.245117
759,5.830311
760,6.141736
761,8.785434
762,5.4006395
763,5.6714664
764,6.0079436
765,6.362938
766,5.944496
767,6.4948297
768,7.110203
769,20.301594
770,8.0182295
771,6.9179435
772,6.1826997
773,6.147718
774,6.449033
775,7.970596
776,5.8097854
777,15.338918
778,6.1840224
779,8.421985
780,6.14838
781,6.077057
782,10.642206
783,5.8255525
784,5.6490145
785,6.214151
786,5.59142
787,6.042316
788,6.3503237
789,6.4240947
790,20.202713
791,35.39087
792,6.165892
793,10.081363
794,11.37528
795,7.3923354
796,5.5235596
797,19.988544
798,5.2678986
799,6.3734727
800,10.565261
801,15.837946
802,7.0328774
803,5.651201
804,9.152254
805,6.6317277
806,6.024045
807,7.7756486
808,6.818519
809,7.004884
810,6.6053514
811,6.8726096
812,6.513776
813,7.812843
814,10.835181
815,7.5095506
816,6.3633227
817,6.337974
818,6.6824265
819,7.0393023
820,5.4196014
821,6.0802827
822,5.6821914
823,6.357094
824,5.7241225
825,6.429077
826,7.186414
827,16.67284
828,6.643186
829,5.896512
830,6.239692
831,5.4368196
832,14.9848585
833,8.945933
834,5.7722335
835,5.7046037
836,6.980995
837,7.0667586
838,6.1112595
839,6.660377
840,5.8225617
841,6.022449
842,6.308679
843,6.318203
844,6.354412
845,5.570354
846,5.9051833
847,12.462714
848,11.118873
849,6.5819926
850,5.7045975
851,6.1123834
852,9.860877
853,10.181546
854,6.2649536
855,6.223143
856,5.7295656
857,6.9862123
858,5.751906
859,8.33554
860,7.2004967
861,6.055866
862,6.136406
863,7.8084655
864,6.079473
865,6.2151995
866,7.600239
867,5.804027
868,7.5969315
869,7.3112273
870,48.293476
871,5.610605
872,6.2584763
873,8.402636
874,5.5001664
875,6.6081176
876,6.9645715
877,9.620125
878,5.263332
879,6.0897355
880,6.8444643
881,5.554494
882,5.9506316
883,5.8661256
884,6.0230803
885,5.361038
886,11.40093
887,6.226303
888,28.307539
889,6.615257
890,12.882868
891,10.140506
892,7.566234
893,5.6275573
894,6.2725024
895,11.535995
896,8.379389
897,5.9311557
898,5.5525165
899,5.5467696
900,45.236633
901,9.98468
902,7.0494447
903,6.6939898
904,7.198169
905,17.858541
906,7.3943887
907,6.572061
908,7.048085
909,5.6155977
910,6.8097835
911,9.98704
912,6.767532
913,5.7886443
914,6.715801
915,9.422379
916,5.835293
917,14.850696
918,18.309504
919,8.761076
920,5.617746
921,7.935849
922,8.742002
923,6.2722306
924,5.5852065
925,6.153404
926,6.318274
927,8.912894
928,10.488466
929,5.5647583
930,8.289164
931,5.638814
932,6.012662
933,5.6427765
934,6.187284
935,15.654571
936,6.6497345
937,11.70774
938,8.378519
939,7.3361316
940,6.662941
941,5.790395
942,6.7096186
943,6.030112
944,5.914636
945,5.6908417
946,7.9674964
947,6.0344095
948,5.6158953
949,5.859691
950,5.7864547
951,6.182617
952,7.094227
953,7.7945976
954,8.34296
955,10.047708
956,6.952007
957,5.83051
958,6.640087
959,5.7145677
960,6.0426383
961,6.311709
962,7.2363396
963,7.7546782
964,19.682114
965,7.7837267
966,6.226677
967,6.706907
968,7.6328635
969,7.44498
970,5.5442095
971,8.110793
972,7.850633
973,5.5484023
974,7.916408
975,6.258734
976,19.703098
977,5.8840423
978,5.8294616
979,5.819591
980,6.315732
981,5.6525116
982,5.514627
983,11.483452
984,10.460647
985,5.752083
986,17.670126
987,9.12695
988,5.454126
989,5.7915115
990,6.2506638
991,6.474154
992,5.334526
993,6.898479
994,13.018771
995,16.00322
996,38.740864
997,6.596573
998,5.619798
999,5.710918
1000,19.674004
