policy_id,bel_per_policy,sum_assured,coverage_years,issue_age
144,312.4349407575226,22926.92,10,36
145,-2164.953240526829,213080.78,10,54
146,320.37804917157075,32823.492,10,22
147,-31.798265291750283,64751.35,10,46
148,219.08282047163567,70762.234,10,31
149,162.95802984310075,121538.45,10,20
150,370.0449496726022,8053.3745,10,19
151,275.8419624789194,22503.434,10,42
152,109.68993061652168,49772.812,10,44
153,-575.0917654050263,258906.6,10,39
154,274.75664728545365,37575.863,10,35
155,-103.68680496673755,140976.58,10,38
156,-13.266270190738112,78326.75,10,43
157,131.887302940118,42209.863,10,45
158,303.9469028229696,27384.049,10,35
159,-40.68861980541669,204524.9,10,28
160,140.31271342950924,85576.24,10,35
161,-403.7277030927838,76443.95,10,52
162,270.52708282287153,18601.19,10,45
163,311.5823401753016,37599.793,10,22
164,-28.6892200044785,88038.875,10,42
165,311.24774920387927,33681.41,10,28
166,-171.27837099379576,172555.67,10,37
167,-243.59362260439104,56078.566,10,53
168,295.5853693587387,30294.832,10,35
169,17.470996744388287,98136.14,10,39
170,337.31883581685656,24241.469,10,21
171,185.66158448071081,45139.79,10,41
172,-327.31393956411887,63675.46,10,53
173,126.86601005469151,54427.32,10,42
174,-23.839773631098808,144183.3,10,35
175,-241.38950901312887,83367.22,10,48
176,287.2460651023313,49356.13,10,24
177,306.8965439861955,23122.746,10,37
178,325.8569663561518,23223.469,10,32
179,71.43946330753892,48485.996,10,46
180,255.62072358335513,70886.78,10,19
181,90.89705558968512,49192.715,10,45
182,-53.431230641252284,35951.066,10,54
183,138.78443013948157,113963.836,10,29
184,149.53459974195903,117683.56,10,26
185,282.33511902122183,52732.17,10,23
186,-335.44421804582305,55112.215,10,55
187,-616.3803070973711,169983.48,10,45
188,-283.4435327736587,96428.16,10,47
189,290.33797389986967,24419.91,10,39
190,333.74455772376933,23102.883,10,28
191,313.4348085314918,15663.584,10,41
192,195.75404369283046,89746.6,10,28
193,311.38122506580714,31540.275,10,30
194,242.06009115093408,79790.67,10,18
195,-491.0024063201648,137100.08,10,46
196,242.3668945105663,67118.81,10,28
197,18.131250985778365,137135.27,10,34
198,156.43458380364956,120157.914,10,23
199,32.894262429297896,152408.48,10,31
200,142.40003295144334,55157.984,10,41
201,320.34802514836883,28520.773,10,29
202,-828.0338329093734,550798.3,10,30
203,324.28056770858416,32035.14,10,19
204,353.7926915199505,15384.32,10,22
205,-559.2083159424604,91701.445,10,52
206,223.52383643638214,48898.266,10,37
207,340.6398594291469,22206.086,10,22
208,236.62413241048299,69906.59,10,28
209,-396.1772642340667,75702.97,10,52
210,165.48523778777854,33668.875,10,46
211,191.37286553989617,43821.215,10,41
212,206.26935239425518,62027.79,10,35
213,337.96099898614773,24565.176,10,19
214,160.40501028535425,59356.254,10,39
215,264.95196766760034,63776.414,10,21
216,-23.994522093979583,68765.086,10,45
217,-1761.774840487893,226942.02,10,51
218,34.682394709411255,182636.88,10,24
219,203.108969322485,15731.176,10,53
220,-578.1411318986519,128685.83,10,48
221,77.32618848038874,127231.484,10,32
222,204.247234784049,18380.771,10,51
223,316.6966337325164,35791.188,10,20
224,48.747140918815205,103640.65,10,37
225,144.79805363327534,73556.25,10,37
226,262.8111840174288,34165.66,10,38
227,330.2510724789019,17091.9,10,36
228,-53.654875246545885,49447.8,10,50
229,210.40030495752694,39428.41,10,41
230,156.15002578554953,25381.285,10,50
231,-115.70306222135832,66452.766,10,48
232,108.95581648473524,108483.914,10,33
233,220.78954002552877,63767.2,10,33
234,69.66835799067377,30052.736,10,52
235,-53.33764986104791,49411.34,10,50
236,186.22491282163776,85170.81,10,31
237,293.405917801534,18739.719,10,42
238,124.05918246183279,102444.805,10,33
239,108.40556543643788,50009.14,10,44
240,110.00964459580558,84452.42,10,37
241,-334.630300296099,166547.6,10,41
242,309.44500388753227,33527.58,10,29
243,116.5321471481231,131535.97,10,27
244,267.6690965102618,58688.33,10,25
245,238.4789733806206,72405.586,10,26
246,332.9710136132086,21227.723,10,31
247,201.2713966397459,81692.9,10,30
248,182.69071643180695,19049.934,10,52
249,139.218871858032,109973.33,10,30
250,150.57682933000643,33217.977,10,47
251,316.1872112289934,36614.855,10,19
252,222.6600016400135,45744.95,10,38
253,295.5499208297705,43353.17,10,26
254,-108.91710914288319,83232.05,10,45
255,346.9684557755376,9619.547,10,39
256,-507.2988328405014,258755.2,10,38
257,308.0905093477171,30445.514,10,32
258,257.33300635101773,65141.56,10,24
259,188.7695577976769,68275.75,10,35
260,45.775529191266514,52529.375,10,46
261,78.86308714714806,40268.78,10,48
262,51.74004536447387,117199.1,10,35
263,-175.78050215012922,102454.016,10,44
264,248.65193404369495,60099.305,10,30
265,313.5683748934882,37536.016,10,20
266,352.1618328034177,14085.711,10,29
267,-185.0775207200611,82102.266,10,47
268,143.59697738390616,63916.45,10,39
269,101.00685109175174,31680.967,10,50
270,16.42780894760898,41397.02,10,50
271,-142.73109843840382,70090.055,10,48
272,300.04712585390473,41063.83,10,26
273,219.05957697731174,57461.35,10,35
274,-10.898086856997907,52348.477,10,48
275,155.79264755308037,38137.445,10,45
276,215.8049589215614,92063.234,10,20
277,-62.88269698486624,64305.94,10,47
278,-148.79994250805487,177130.62,10,36
279,-404.79964115680264,60488.664,10,55
280,193.01341293242945,106313.586,10,19
281,-128.77320681079766,68211.65,10,48
282,285.93018521854356,31607.506,10,36
283,327.8891646387425,29576.969,10,20
284,-212.53037771002892,79483.35,10,48
285,342.2257252358203,22604.576,10,18
286,-120.73566271019865,249688.84,10,27
287,-1709.0228891364009,356926.62,10,45
288,70.12628315430231,57055.0,10,44
289,258.29409734178455,40724.97,10,36
290,90.1988286741472,90657.42,10,37
291,179.55468622185793,20975.17,10,51
292,228.0972326812993,30281.197,10,43
293,245.37868297489564,19452.373,10,47
294,221.64098664306215,86441.27,10,22
295,-700.2477341562637,145118.36,10,48
296,-394.1794793741808,69742.91,10,53
297,154.01495698396195,130381.25,10,18
298,230.03106153084542,43593.91,10,38
299,-102.37964299883708,82118.31,10,45
300,274.6593860403509,57650.4,10,22
301,329.32051993874086,27700.328,10,23
302,366.6185119433415,9012.482,10,24
303,132.39418735065607,77441.22,10,37
304,129.33093563529616,19087.615,10,55
305,316.5893367069706,36387.32,10,19
306,357.1529329720345,13452.375,10,23
307,213.17590963296362,70195.17,10,32
308,339.14576106286427,18611.543,10,31
309,-197.4369905050653,156443.58,10,39
310,167.4801162022314,45724.168,10,42
311,200.05449810884568,79106.3,10,31
312,186.41064742019842,38564.18,10,43
313,-200.5762282744539,66325.44,10,50
314,331.53594759448436,26187.367,10,24
315,127.85723250269757,24387.982,10,52
316,254.92929636913263,57238.496,10,30
317,324.24700462887336,32566.074,10,18
318,291.8010161895531,48341.81,10,22
319,148.20618356251663,120690.83,10,25
320,133.15878804967002,22041.4,10,53
321,275.57799284941825,59593.883,10,19
322,313.93353395781367,9017.576,10,48
323,29.635546428852706,132777.44,10,34
324,25.616520974827097,192889.88,10,22
325,288.2556373318996,53246.695,10,18
326,316.2115760830675,27144.342,10,32
327,318.0637473309181,35028.793,10,20
328,247.76580319482662,13808.36,10,51
329,269.122044519793,62325.81,10,20
330,-522.7953342994825,69635.71,10,55
331,189.64726465306086,29862.064,10,46
332,-28.078407578878625,46509.7,10,50
333,330.75730554938957,27331.65,10,22
334,-903.3643726302362,115947.055,10,53
335,199.45129576499926,87951.8,10,28
336,85.12694894432246,30896.52,10,51
337,309.99305587564515,37920.027,10,23
338,-357.7747945906025,348003.72,10,29
339,247.2479163529437,64749.453,10,28
340,254.47134488564936,50299.6,10,33
341,165.15149375780965,123982.37,10,18
342,169.806169411614,41863.516,10,43
343,-358.7511599052657,78003.96,10,51
344,125.88645797491222,59014.06,10,41
345,259.5270644868531,12602.142,10,51
346,325.1146724900676,12135.055,10,42
347,342.6390952301264,22378.525,10,18
348,197.128163594299,26438.273,10,47
349,297.7735143502672,45714.58,10,21
350,283.0742511380879,45956.797,10,29
351,315.1973535845493,34020.63,10,25
352,71.86443303502296,66287.16,10,42
353,256.4691728207905,49500.76,10,33
354,292.0866567081347,37064.777,10,32
355,29.63931568531143,102070.55,10,38
356,216.39336694571386,94538.71,10,18
357,307.8964726926822,30524.32,10,32
358,168.46723363789613,120203.49,10,19
359,301.53100149319187,35999.71,10,30
360,267.69781982066695,56259.71,10,27
361,155.42045326643546,60708.63,10,39
362,321.00424595554136,24009.34,10,33
363,274.84322403801394,58333.297,10,21
364,-65.6691834052977,59719.34,10,48
365,185.56325791553377,85461.03,10,31
366,-229.97083299737346,95973.9,10,46
367,122.96638112123856,34333.496,10,48
368,343.0727212124681,20660.3,10,23
369,360.1964825921814,11034.704,10,28
370,-356.1548100478092,135851.31,10,44
371,-1037.8352469882188,128149.12,10,53
372,272.85435270832085,47182.71,10,31
373,261.4753288499263,29819.805,10,40
374,-318.2385074975449,293308.4,10,32
375,-439.7400446603392,86601.305,10,51
376,152.14892211906852,61596.156,10,39
377,-570.8461884260075,79268.47,10,54
378,17.504023294551814,66740.89,10,44
379,-27.385377091225678,94804.04,10,41
380,347.839465643243,14928.058,10,31
381,-1761.518541303065,287940.2,10,48
382,132.06723992851306,53312.76,10,42
383,277.3349392403967,56962.043,10,21
384,160.9185883364254,40343.355,10,44
385,365.6083487841221,9464.932,10,24
386,-596.9825248068485,131221.47,10,48
387,-55.489080656147166,58349.383,10,48
388,77.33201651011063,167025.02,10,21
389,-35.995260586683685,96814.38,10,41
390,266.1485387951264,53934.203,10,29
391,-623.9599223540798,146020.61,10,47
392,230.51938445399574,65747.15,10,31
393,353.7884292377803,10942.155,10,34
394,-289.88268282757554,60278.918,10,53
395,272.1082596619256,31500.951,10,38
396,258.0726994164388,68488.555,10,20
397,273.49834723996014,60770.68,10,19
398,49.211869743630984,83030.125,10,40
399,-233.18042121344718,75924.67,10,49
400,76.13197769382492,167685.4,10,21
401,338.8229993977048,23451.55,10,21
402,-95.46988144419004,87583.99,10,44
403,340.4213663159549,17302.969,10,32
404,342.781469734011,20809.402,10,23
405,106.47559084180779,109475.586,10,33
406,-793.4951566022148,124154.32,10,51
407,348.73074149649767,6949.4023,10,43
408,201.86058463184906,74946.03,10,32
409,303.8919762828608,33572.28,10,31
410,-873.2859388783916,182332.28,10,47
411,-207.09940547895826,57148.54,10,52
412,243.02811289459828,51942.125,10,34
413,231.41333187829576,81134.69,10,22
414,310.5712246836477,39792.723,10,19
415,-31.689068461706142,95808.92,10,41
416,76.81622159747906,82035.0,10,39
417,267.0503396987764,13905.241,10,49
418,324.157542769422,29912.455,10,24
419,255.69727709356002,54706.344,10,31
420,9.363299209865318,79807.4,10,42
421,-647.3314906372198,189764.25,10,44
422,322.5969151064992,19598.766,10,36
423,274.37107652450743,42342.754,10,33
424,24.875920675509633,76451.73,10,42
425,232.7123743948613,46020.25,10,37
426,-31.739847854655636,43290.07,10,51
427,318.82592760009663,31504.361,10,26
428,242.24938147629155,49181.938,10,35
429,-396.8621354345197,96275.98,10,49
430,333.73189156457863,25442.045,10,23
431,278.34800885996367,14753.437,10,47
432,-1643.4757768091386,183105.84,10,53
433,255.01146183959952,68319.96,10,22
434,256.94043002367084,70140.09,10,19
435,170.53690933647954,119032.16,10,19
436,-302.61106108708077,52566.996,10,55
437,312.34803695509413,6761.4785,10,52
438,47.95899924257117,83345.66,10,40
439,267.70345319054206,40094.086,10,35
440,-275.61207718600497,54528.465,10,54
441,249.56122263072203,74315.695,10,19
442,-72.60887062932483,55960.11,10,49
443,259.137317020439,32753.705,10,39
444,305.3128260139323,16207.562,10,42
445,39.053069906435724,85588.52,10,40
446,-256.81836655731456,72786.3,10,50
447,17.998599286611352,90890.77,10,40
448,-37.3530575407774,83149.32,10,43
449,254.04260961547317,69780.016,10,21
450,315.75492388479074,35819.266,10,21
451,256.8929444449612,51840.797,10,32
452,-37.04503201121503,40460.91,10,52
453,53.01031198022207,47427.434,10,47
454,117.28864406273237,52298.605,10,43
455,204.20594677570497,14463.121,10,54
456,45.70472106038574,179458.77,10,23
457,305.29219818847093,15027.377,10,43
458,358.3292188102581,13584.797,10,19
459,341.86074254213287,14186.323,10,35
460,349.34660644298816,18710.14,10,18
461,-246.0516659100649,98507.48,10,46
462,-240.3064122781202,51576.434,10,54
463,336.4739234686333,8473.9375,10,44
464,330.99157482963983,27926.88,10,20
465,266.89614791421286,17748.46,10,46
466,226.85609034231882,81224.63,10,24
467,-200.5686373092036,84358.39,10,47
468,220.91976756764015,81344.23,10,26
469,352.73418158533025,12926.449,10,31
470,304.02490080913435,33513.938,10,31
471,119.74906133220975,70386.65,10,39
472,291.3120074185857,49949.45,10,20
473,244.22717917020353,42413.668,10,37
474,-421.31569147397875,66716.65,10,54
475,319.5850635817129,30456.275,10,27
476,226.62303273654635,44588.48,10,38
477,278.7719344868199,8411.683,10,54
478,277.23888665984464,56249.656,10,22
479,-163.57830572395392,57285.35,10,51
480,72.83655444201662,56556.137,10,44
481,295.53389953736223,47594.574,10,20
482,345.68953627451253,20110.021,10,20
483,-238.5795255586985,193635.27,10,37
484,321.26162879705396,34281.477,10,18
485,288.3799610684854,28805.48,10,37
486,314.62098150387425,30116.479,10,30
487,-282.9658299439516,179648.73,10,39
488,112.28906746783889,38794.168,10,47
489,263.3927970436008,33998.94,10,38
490,313.9374298833773,31429.498,10,29
491,336.19299556834926,7311.35,10,46
492,292.40011493260846,40161.176,10,30
493,385.8321446128166,3645.892,10,25
494,-331.4171337451912,381425.25,10,23
495,273.027011045152,29043.697,10,39
496,-127.29066453588905,62758.938,10,49
497,-1516.6912376617367,217514.67,10,50
498,118.90163301018873,56134.02,10,42
499,-1341.0395816729974,168423.6,10,52
500,17.95391074834754,56912.76,10,46
501,309.44621485251287,39835.18,10,20
502,327.19187634430057,28380.55,10,24
503,-210.3673364529086,159951.73,10,39
504,217.99096534795422,23399.834,10,47
505,-612.3730361630205,123071.36,10,49
506,138.86976477440078,25249.86,10,51
507,253.7505552718425,42247.4,10,36
508,337.93607093450424,22956.195,10,24
509,306.53410217090004,13684.574,10,44
510,298.496504065463,38687.87,10,29
511,270.64644469334496,41480.027,10,34
512,332.10590760675944,27721.613,10,19
513,-1628.3125926899331,196614.16,10,52
514,242.01290326877128,77445.695,10,20
515,355.94890807700784,15099.408,10,18
516,196.29068898469728,17725.953,10,52
517,-27.112470527001335,94740.305,10,41
518,148.52906298081223,87739.414,10,34
519,292.63102934029075,49944.324,10,19
520,204.28886894178112,27555.242,10,46
521,195.40905329941637,28954.309,10,46
522,114.40528719246117,52871.535,10,43
523,-1095.0432758029326,123270.54,10,54
524,-75.45743983005741,247776.7,10,22
525,247.47114416669717,47317.535,10,35
526,322.0586000780503,19775.098,10,36
527,-738.1005172585619,326105.7,10,38
528,309.89601893753195,31004.35,10,31
529,244.50708480957917,71910.04,10,24
530,221.1938004776274,21149.367,10,48
531,272.00246634217865,47556.273,10,31
532,-409.08087770952136,453936.1,10,18
533,315.21165937145634,32599.137,10,27
534,15.983783133469956,129965.17,10,35
535,118.87453352868295,60651.324,10,41
536,196.25034695474653,39559.066,10,42
537,223.2319702946705,71684.555,10,30
538,328.6461022072347,13255.796,10,40
539,-2155.892343485121,196415.83,10,55
540,-10.529040178299397,98075.1,10,40
541,47.22439633112538,61270.418,10,44
542,246.87588995719568,72737.89,10,22
543,-669.9723916669989,87589.305,10,54
544,-30.293372024325322,39798.324,10,52
545,179.37974663869846,50249.016,10,40
546,284.4335781224367,45316.086,10,29
547,317.10248675376477,26782.139,10,32
548,269.5017930500601,34599.184,10,37
549,282.18339200964135,37109.707,10,34
550,173.2024592396305,94485.44,10,30
551,118.97952545267975,19885.336,10,55
552,141.12425817963305,79985.24,10,36
553,342.27975658876704,21066.2,10,23
554,261.75730165531195,62806.8,10,24
555,206.91830168368557,84326.984,10,28
556,-218.73087102006195,110406.46,10,44
557,236.5321330012419,26425.598,10,44
558,305.2153948627182,26942.453,10,35
559,289.4135745481691,45445.84,10,27
560,-11.160560853807738,44566.24,10,50
561,299.00941388662795,47067.555,10,18
562,322.8429869905957,19518.14,10,36
563,148.66746492463164,87686.875,10,34
564,-588.0672564046172,243520.69,10,40
565,311.6850286875304,21653.137,10,37
566,-135.77869215997873,81133.65,10,46
567,259.5670810276288,18874.604,10,46
568,119.6005330280592,55984.254,10,42
569,-238.50085895016832,60230.01,10,52
570,-1358.8672244702802,184171.3,10,51
571,317.8766889020425,18382.785,10,38
572,232.72419758484185,80422.734,10,22
573,130.93015051847397,67353.164,10,39
574,183.11425070468914,104307.68,10,24
575,-3178.207949424687,561676.44,10,46
576,243.9493760704339,29337.701,10,42
577,-617.5669885078436,105478.59,10,51
578,81.21658778961859,55013.68,10,44
579,267.42632778878874,28341.107,10,40
580,-110.40295562546044,164264.83,10,36
581,281.00004385663374,43610.586,10,31
582,-95.50762243870554,180182.98,10,34
583,291.9417730334934,47587.39,10,23
584,80.82918572066666,80946.29,10,39
585,-60.95263681531844,50286.145,10,50
586,166.23853693584044,20651.57,10,52
587,339.295750191686,22903.217,10,22
588,-440.065818577399,63222.516,10,55
589,339.8583020908816,20766.045,10,27
590,93.97613596688495,145965.9,10,26
591,-208.32683215749807,108480.13,10,44
592,254.12151605647836,59602.902,10,29
593,112.9793453065497,20350.447,10,55
594,-211.03205185443323,127483.125,10,42
595,246.6955929441041,36076.902,10,39
596,112.73622039681618,57455.168,10,42
597,296.25247940189865,18129.717,10,42
598,356.0299082599803,11206.601,10,32
599,271.71619143523446,38661.402,10,35
600,92.33075452783066,21951.121,10,55
601,370.65517916170404,5122.807,10,37
602,123.9479950092055,43562.293,10,45
603,286.3733497582108,33501.617,10,35
604,304.2837940050266,23924.549,10,37
605,-86.12969546047827,73311.3,10,46
606,272.11342750031844,62521.97,10,18
607,-1556.6614116668015,330858.88,10,45
608,326.46890744376276,24909.229,10,30
609,237.48588877900377,44525.14,10,37
610,322.3735740634575,6845.4087,10,50
611,181.47426158456187,103424.375,10,25
612,284.97433313454553,48736.816,10,26
613,-192.2716663763979,306906.22,10,23
614,60.14082050047887,58893.008,10,44
615,289.18774370964,49062.19,10,23
616,-1070.7749334275227,166289.95,10,50
617,325.3698687358806,29722.666,10,23
618,276.2893887977312,60122.4,10,18
619,191.87209461768379,101179.4,10,23
620,166.2024909593273,101041.14,10,29
621,-262.7098355523723,73463.086,10,50
622,-10.263707040020847,224775.78,10,18
623,59.56878564076726,80421.9,10,40
624,248.04863402590982,62465.13,10,29
625,99.89003968010621,55755.645,10,43
626,58.74659309218117,24554.555,10,55
627,25.40892916682884,43773.098,10,49
628,316.2359643004283,37169.18,10,18
629,90.46350618121932,32892.137,10,50
630,-1350.3162002265747,319925.9,10,44
631,-53.856748317251345,154900.17,10,35
632,271.7711917977542,56559.246,10,25
633,47.713017667319434,40999.914,10,49
634,-231.8268994171026,204950.47,10,36
635,39.195430296597465,165746.23,10,28
636,130.9925492607773,117636.41,10,29
637,255.01493789261852,55005.555,10,31
638,17.798603333858125,32448.162,10,53
639,194.42862136139075,99810.2,10,23
640,156.87652862022986,27427.152,10,49
641,298.5451030942418,47334.312,10,18
642,287.304738457402,12415.01,10,48
643,307.2742017787564,33382.24,10,30
644,250.38738923298985,20292.348,10,46
645,180.299318889319,102022.516,10,26
646,-21.75699698226805,38960.652,10,52
647,352.7092475219722,12935.933,10,31
648,41.395746182402036,148680.47,10,31
649,211.88295692615253,30962.621,10,44
650,95.62866569567922,23487.584,10,54
651,348.41490928620135,14053.62,10,32
652,253.29947786228018,66146.19,10,25
653,194.41901782243298,50127.754,10,39
654,305.84691871369864,41842.598,10,20
655,254.32358769238178,64339.754,10,26
656,294.0079853173967,47786.758,10,21
657,15.30971469942898,35344.598,10,52
658,316.1258905052524,36109.51,10,20
659,-1096.3015617106507,183240.33,10,49
660,57.75547045746464,39751.297,10,49
661,337.51047904646146,23507.746,10,23
662,329.7313847982804,27489.936,10,23
663,-1556.8045053325159,162031.75,10,54
664,206.98940560750304,90181.63,10,25
665,202.6830330830348,92416.7,10,25
666,102.69702428421544,26837.375,10,52
667,54.76849222350165,101754.69,10,37
668,95.63634628936455,27524.705,10,52
669,-3.5202154931775453,89231.29,10,41
670,-27.862909748469406,42878.52,10,51
671,286.87301284187635,50301.832,10,23
672,238.82935023440018,23991.732,10,45
673,199.25601246153792,22204.7,10,49
674,181.64898239745094,46066.125,10,41
675,179.012503946709,50341.51,10,40
676,47.38175516704274,77345.36,10,41
677,309.13913972375155,31325.025,10,31
678,-535.4495885153776,70616.695,10,55
679,335.61598428166326,11609.535,10,40
680,343.33673428373356,19523.875,10,26
681,324.26890542624767,9750.66,10,45
682,-493.15727167404566,424170.84,10,28
683,210.5692913220475,22553.049,10,48
684,334.46432357507416,24310.418,10,25
685,139.7473932300432,85777.99,10,35
686,-374.2206447601941,162784.0,10,42
687,124.74195762208376,26734.266,10,51
688,197.21550952658822,57138.33,10,37
689,277.47253105183955,8513.936,10,54
690,90.78429615783045,38664.49,10,48
691,-2174.5341069185824,250215.58,10,52
692,-230.90548685539898,256641.78,10,32
693,-1063.5012873669625,111553.445,10,55
694,296.2792150408142,12197.776,10,47
695,-174.9027544274095,68678.766,10,49
696,-2057.129958962266,188743.48,10,55
697,-204.40587336379247,78390.04,10,48
698,320.4336930749184,20307.242,10,36
699,236.62553153632106,69905.914,10,28
700,310.56394197847703,23539.676,10,36
701,311.94659285745905,20082.512,10,38
702,-740.4087863588387,591661.3,10,24
703,287.175601851445,53867.273,10,18
704,43.372763218584,147813.33,10,31
705,212.50100416825012,48709.41,10,38
706,216.24532196353704,74868.555,10,30
707,-2.4893336157854264,43570.11,10,50
708,76.03467782613023,25125.92,10,54
709,288.95031274076723,50569.957,10,21
710,-31.769526963932776,31571.371,10,55
711,143.54312332000768,115091.87,10,28
712,299.3345731623896,34021.734,10,32
713,125.43845580578989,54733.246,10,42
714,-2.3598166238471094,70397.09,10,44
715,72.01247461352966,32276.227,10,51
716,219.77336886084115,83546.65,10,25
717,-620.60186300244,199924.94,10,43
718,51.89795161248412,55836.41,10,45
719,69.50121110053465,57170.07,10,44
720,238.69401804154327,47292.36,10,36
721,-142.62551794010233,112685.49,10,42
722,-262.6991139489636,201189.95,10,37
723,-358.0576284170297,200022.2,10,39
724,208.74149125490618,93446.195,10,22
