policy_id,bel_per_policy,sum_assured,coverage_years,issue_age
103,203.82289766465357,29955.258,10,45
104,333.96595359576077,26002.342,10,21
105,159.43970834405076,27108.44,10,49
106,292.08722335099253,50252.016,10,19
107,369.19721909372436,7132.6436,10,30
108,316.7295540917247,14936.962,10,41
109,295.3712240272946,45750.74,10,23
110,-232.73472617794368,55093.227,10,53
111,305.4634843346739,41482.71,10,21
112,213.5797510477865,48394.56,10,38
113,272.38544206766676,36043.613,10,36
114,66.49309175808963,49265.27,10,46
115,250.51239102091787,70763.04,10,22
116,182.91121038839128,70367.39,10,35
117,145.7232761679037,28813.854,10,49
118,-141.34241284235065,103969.625,10,43
119,-250.40181996938452,56696.355,10,53
120,-886.1864387215064,133993.89,10,51
121,94.95627909412599,157326.14,10,21
122,350.3196328180874,15765.777,10,27
123,300.2956611813962,25148.568,10,37
124,-681.9698681563211,95857.375,10,53
125,352.02526059138034,13198.578,10,31
126,-9.220027011303443,155736.36,10,33
127,95.91085955010675,37974.59,10,48
128,191.71470321760012,79205.79,10,32
129,168.27206564793278,45554.547,10,42
130,350.3526110315043,16413.62,10,25
131,115.16129076506542,116333.23,10,31
132,-506.24139905106847,451511.75,10,26
133,248.20975898159492,33115.996,10,40
134,237.12173339973788,38634.133,10,39
135,364.9135974920352,6005.9062,10,38
136,11.600931321381324,147411.11,10,33
137,177.01744958026012,103693.07,10,26
138,338.96090948091944,12494.842,10,38
139,359.2064686874593,9584.1875,10,33
140,364.99033143824187,10513.267,10,18
141,158.98907755899347,83776.984,10,34
142,125.8447452253024,90741.625,10,35
143,277.71625275860043,23887.514,10,41
144,5.611696488886707,74547.09,10,43
145,184.8558204135628,56776.625,10,38
146,206.9291758879948,37270.69,10,42
147,-209.27293926379923,108655.3,10,44
148,320.10436407566965,19069.201,10,37
149,-415.5848656840859,125217.766,10,46
150,250.58295720376117,27916.16,10,42
151,-114.90769342596184,207940.58,10,32
152,237.19201394293532,22371.285,10,46
153,290.47424543798513,37741.69,10,32
154,289.7303862419421,52399.273,10,18
155,187.01268710621827,52137.156,10,39
156,35.997171003649214,74045.945,10,42
157,350.87135889106935,17876.322,10,18
158,288.8124699487514,48529.56,10,24
159,-291.3231404206289,55842.117,10,54
160,316.3190366052613,32780.453,10,26
161,-449.47445393839837,69080.32,10,54
162,307.4234704375914,17029.158,10,41
163,313.90622508768104,38507.766,10,18
164,271.3317087789727,27370.771,10,40
165,67.00730125479038,38601.004,10,49
166,74.16500310619398,159118.84,10,25
167,-1271.6093619222927,161610.25,10,52
168,-213.02594775664988,138152.23,10,41
169,192.42890503907665,34543.42,10,44
170,167.73176062974068,103349.625,10,28
171,282.7896122312918,54702.68,10,20
172,243.2520931508,51857.25,10,34
173,290.1906641642946,46999.355,10,25
174,-724.9182032510807,204130.05,10,44
175,-1144.2401965463048,149111.44,10,52
176,-413.0608602459305,90734.73,10,50
177,-69.35620868541946,43631.625,10,52
178,279.3345539568945,51607.74,10,26
179,-288.60442022710606,76437.72,10,50
180,90.03312897601785,32941.586,10,50
181,185.77289421448705,105919.1,10,22
182,132.58821953148453,23927.465,10,52
183,254.84827513110235,68408.56,10,22
184,335.4973059848097,8006.4746,10,45
185,319.7832005266572,32185.89,10,24
186,-136.9662181791531,263529.34,10,26
187,-347.84954227759954,114545.97,10,46
188,51.6900538869798,170783.69,10,25
189,303.19064409239934,29317.273,10,34
190,265.3128334176658,54328.082,10,29
191,31.542561202856632,139437.55,10,33
192,-405.5473937317954,82971.65,10,51
193,-276.9954741775464,75104.14,10,50
194,36.69122735387009,184285.94,10,23
195,293.94876237757256,21750.984,10,40
196,105.32113997725787,43147.848,10,46
197,328.73336008371325,12289.614,10,41
198,127.52667868622666,20820.502,10,54
199,-828.0279010675838,118081.055,10,52
200,335.0844168128471,24002.154,10,25
201,-346.8437798990742,90056.96,10,49
202,-315.3898490890009,188445.92,10,39
203,230.8126247512086,43365.86,10,38
204,-31.636799537450997,75786.016,10,44
205,-412.06057916796044,90619.8,10,50
206,185.07068236775262,18818.246,10,52
207,327.78248235816386,30534.621,10,18
208,129.17545111665726,22400.74,10,53
209,44.06088893826171,32545.676,10,52
210,209.90372226562283,88669.11,10,25
211,5.085450342814909,31058.285,10,54
212,44.86689591957088,48613.457,10,47
213,342.66962189019466,21716.096,10,20
214,76.2998749102307,133374.47,10,31
215,241.15597546628277,32328.041,10,41
216,77.70860751169499,169086.0,10,20
217,223.15936460684216,52497.54,10,36
218,353.89464862072714,16222.893,10,18
219,302.6848505478835,43606.297,10,20
220,342.2595266708838,21366.014,10,22
221,235.25634985332255,80118.16,10,21
222,176.3356083093272,40566.1,10,43
223,-45.26749168756345,56973.78,10,48
224,295.59955809359053,37208.62,10,31
225,307.39393531222834,32064.488,10,31
226,255.4385962174662,22945.582,10,44
227,-109.58938266219354,97612.086,10,43
228,295.19829935706866,43532.184,10,26
229,271.12679858854096,38871.848,10,35
230,278.74052416998114,42668.113,10,32
231,311.52960692662276,29047.533,10,32
232,184.33900292749183,38975.836,10,43
233,-275.1321658157764,58940.406,10,53
234,342.97674161084876,21861.201,10,19
235,327.2958209815087,24545.816,10,30
236,-741.0057568726809,150603.45,10,48
237,-37.15435383277094,37405.5,10,53
238,312.34307314344346,32161.637,10,29
239,241.2541389652628,17063.229,10,49
240,119.46948423595785,98747.41,10,34
241,205.1476191687081,21483.44,10,49
242,291.09099572388266,49392.02,10,21
243,353.1954326277587,12749.282,10,31
244,-281.96378735292546,96212.69,10,47
245,-130.10723640757328,128189.29,10,40
246,-504.1897232765144,73673.21,10,54
247,322.7434169577457,14649.979,10,40
248,106.04575017093566,97810.58,10,35
249,319.5331690064796,25794.049,10,32
250,334.7844790034114,19594.434,10,32
251,145.66857233055913,36791.035,10,46
252,-23.899624535454222,36209.766,10,53
253,280.5155349131236,33380.906,10,36
254,76.59790341898923,138512.75,10,30
255,-1479.6365737341123,250005.72,10,48
256,244.04296675059612,16721.809,10,49
257,326.3279507608703,28816.758,10,24
258,240.092972241686,56048.742,10,33
259,127.10292534900282,36636.676,10,47
260,125.5113670389747,68823.27,10,39
261,186.5234661336666,104043.73,10,23
262,-154.86680591229288,91059.74,10,45
263,236.97896306714864,81435.38,10,19
264,52.80242547934648,188537.97,10,18
265,329.5261041341074,14025.333,10,39
266,-1045.489211788697,163385.11,10,50
267,317.3937655850232,35932.05,10,19
268,205.83355668397814,93702.34,10,23
269,278.4734443973641,21939.53,10,42
270,237.76682040175967,24172.748,10,45
271,-305.5333871782092,84920.61,10,49
272,318.3341437485143,10687.117,10,45
273,180.33615751200074,110341.12,10,21
274,-57.76518854582872,137001.77,10,37
275,-124.9859531188772,57641.965,10,50
276,-5.882125980491935,56004.49,10,47
277,187.3826824191446,25664.639,10,48
278,203.96105163057206,85762.555,10,28
279,182.763609665844,66033.04,10,36
280,334.32373612783374,23922.482,10,26
281,316.29160868954096,36555.77,10,19
282,121.28477787270197,44016.062,10,45
283,210.4456499773849,36517.12,10,42
284,159.23598646796972,16805.293,10,55
285,-384.59850176997895,87465.05,10,50
286,309.3086101705321,41149.617,10,18
287,125.74472107710375,50618.383,10,43
288,209.06226754932635,31481.805,10,44
289,197.3735123855701,73130.11,10,33
290,146.16249568471142,58614.375,10,40
291,-969.1269527474501,131927.23,10,52
292,219.3746659688702,73442.44,10,30
293,305.758929755351,42515.79,10,19
294,251.74464375589653,27667.254,10,42
295,201.64387787620956,99961.51,10,20
296,305.19661241460324,39883.477,10,24
297,296.7745512146223,43582.207,10,25
298,299.43678873973363,43573.35,10,23
299,310.8812516749857,36260.785,10,25
300,304.02549347519493,44185.285,10,18
301,-883.2980590655188,233454.94,10,44
302,339.0350614126013,21623.168,10,26
303,226.6856454258076,26060.47,10,45
304,-660.4361189322665,151332.97,10,47
305,-66.53482376206921,37046.707,10,54
306,157.88359020708396,34866.48,10,46
307,-619.282027227053,114424.375,10,50
308,352.9116713903329,16052.53,10,21
309,-34.50149092141032,96465.61,10,41
310,256.8512617677792,51858.36,10,32
311,-363.7430893762412,72520.17,10,52
312,115.86967366419952,71439.27,10,39
313,134.13851781282654,30254.258,10,49
314,179.1684267215329,115928.086,10,18
315,118.50311060177427,32198.273,10,49
316,206.83840199133192,69345.57,10,33
317,-197.75288168590725,134585.89,10,41
318,-834.4073899995124,150677.89,10,49
319,-4.321506265226446,40379.49,10,51
320,91.32890089115256,72423.53,10,40
321,141.1468802153463,37503.414,10,46
322,-321.4587387954465,370576.53,10,24
323,218.49980067286793,93328.336,10,18
324,-169.69447043873708,53477.97,10,52
325,244.35836865142056,64204.465,10,29
326,260.4062920380868,69248.91,10,18
327,255.57901750098557,70910.45,10,19
328,293.0278375956809,41265.402,10,29
329,315.4750486232712,36472.594,10,20
330,189.38441149202237,44280.32,10,41
331,343.61122748659284,20090.953,10,24
332,-684.665968215319,88822.73,10,54
333,311.3018719877489,26328.684,10,34
334,336.0099280746632,21414.387,10,29
335,272.06430255328553,49429.105,10,30
336,301.2682741415232,45056.844,10,19
337,269.90213556565504,61052.28,10,21
338,324.80881453083555,31736.223,10,19
339,165.25931274800132,36524.707,10,45
340,33.51382701455566,86983.516,10,40
341,-613.4779196938365,82847.1,10,54
342,83.83974445175988,80129.414,10,39
343,-35.75043094237577,51377.332,10,49
344,151.64079466285324,57234.742,10,40
345,-146.57344510522853,60121.9,10,50
346,326.41711419007265,29582.697,10,22
347,97.95279188683304,162594.66,10,18
348,-1354.8729940859985,145081.17,10,54
349,98.13844611011092,94388.52,10,36
350,266.3581649436224,35563.996,10,37
351,242.8768022327046,76964.04,10,20
352,187.61570116889004,109368.07,10,19
353,299.78489719257095,18792.643,10,41
354,-45.05534676959218,193956.2,10,30
355,318.826914465591,12434.973,10,43
356,-451.56622119230144,87856.75,10,51
357,-908.7081475065777,159916.03,10,49
358,233.8116801232377,45675.965,10,37
359,298.0247273835171,44329.55,10,23
360,204.91788988827307,85298.055,10,28
361,-1391.7775536346721,219978.22,10,49
362,308.28204578036537,39931.637,10,21
363,305.71267489224897,26769.385,10,35
364,307.2472775217389,35623.4,10,28
365,241.7527432678991,14440.14,10,51
366,1.2483331352734126,102537.58,10,39
367,292.8140390717732,33140.516,10,34
368,-170.47570638890738,42323.89,10,55
369,-181.5127325860568,103515.35,10,44
370,220.98684051404516,36984.348,10,41
371,211.82674109103553,91770.91,10,22
372,94.38106888918628,21792.201,10,55
373,-421.91971960161027,107662.2,10,48
374,-243.12335057588245,65729.445,10,51
375,298.57732443981297,46579.465,10,19
376,277.1298381406807,55519.695,10,23
377,314.89404920543245,17860.9,10,39
378,106.14837405845776,54512.15,10,43
379,288.668006912131,44642.54,10,28
380,349.6648626192753,18255.691,10,19
381,177.96603992984802,29229.037,10,47
382,267.5040815923653,45088.48,10,33
383,109.03094284685244,30759.203,10,50
384,318.3249441267179,7259.652,10,50
385,-90.79590078408091,118289.266,10,40
386,293.0464878412586,44627.54,10,26
387,353.46413568240223,8108.094,10,39
388,-1671.9590567219075,275887.56,10,48
389,-296.2338793382488,134981.39,10,43
390,310.17985418251664,37819.973,10,23
391,317.205259270316,25483.342,10,33
392,-224.1406965189334,69032.4,10,50
393,6.071091641532348,58784.867,10,46
394,242.5512035759102,77145.63,10,20
395,299.01342633098415,25542.066,10,37
396,159.23471608940497,120330.32,10,22
397,-2.0106890573650276,34235.164,10,53
398,-435.93116109959226,86197.02,10,51
399,301.74118858439704,26429.256,10,36
400,-1699.5070748087383,415938.8,10,43
401,181.5503187530859,87220.7,10,31
402,-519.9114261342368,502406.12,10,20
403,-69.84331198528139,96941.195,10,42
404,285.01338237426273,31907.832,10,36
405,69.69599393956634,97079.25,10,37
406,196.6100003179484,102769.16,10,20
407,-164.638667056435,67402.516,10,49
408,223.88488147636522,82792.46,10,24
409,-362.1874447062106,91964.69,10,49
410,127.18514037168887,22580.309,10,53
411,341.1562184735078,21330.465,10,24
412,146.40164902155954,26486.877,10,50
413,-145.54477344721738,55371.05,10,51
414,300.1609999050952,41824.656,10,25
415,341.0316191628685,22909.842,10,19
416,183.327372241082,92969.766,10,29
417,204.36950816230876,62706.11,10,35
418,249.9308896407341,57235.035,10,31
419,310.13332822634857,40675.727,10,18
420,304.5239175901615,36945.38,10,28
421,229.93377673663971,25507.13,10,45
422,101.55868942104905,105532.11,10,34
423,247.94826627132892,28480.758,10,42
424,250.80499038279126,59117.996,10,30
425,27.929754315839887,188978.14,10,23
426,227.22786263411382,38329.383,10,40
427,-423.18967960195255,107833.11,10,48
428,-121.00495570949431,78806.086,10,46
429,-61.79980863905763,64148.266,10,47
430,25.582735653537668,70548.59,10,43
431,33.71755078331364,46344.273,10,48
432,-148.62695972945767,51410.57,10,52
433,317.3602139307332,32250.445,10,26
434,282.8308730117966,51686.09,10,24
435,324.73651899464755,31307.016,10,20
436,100.708342992258,111781.61,10,33
437,356.5709358650525,12838.199,10,27
438,10.995585274421785,73469.16,10,43
439,-240.49432324582506,65450.383,10,51
440,271.7218027377094,60875.805,10,20
441,-107.36368168766955,113479.49,10,41
442,306.53796759486187,39770.45,10,23
443,272.4989952201345,61336.19,10,19
444,360.50803650460495,12664.331,10,18
445,306.7488956804913,35865.273,10,28
446,13.742439659602269,99147.85,10,39
447,155.01260420584532,17127.64,10,55
448,260.03416702343543,56815.984,10,29
449,327.3887849295602,29078.799,10,22
450,-170.64698182856876,45751.906,10,54
451,326.9852337365613,30504.707,10,19
452,230.0464854618885,18435.285,10,49
453,176.625714620773,68089.68,10,36
454,260.08511492347134,48054.973,10,33
455,220.3695472888316,81624.24,10,26
456,186.16169371976792,94403.05,10,28
457,-1213.932969720948,133250.39,10,54
458,-191.6757935169893,55634.996,10,52
459,-1403.3410683401842,137953.94,10,55
460,312.4985240750238,22906.104,10,36
461,167.50323257670686,103460.6,10,28
462,44.49886483912633,72206.88,10,42
463,229.58675052308044,60249.67,10,33
464,252.9151009241473,71365.086,10,20
465,306.6993604632015,23183.293,10,37
466,298.044136343456,19194.533,10,41
467,-529.3770073477099,196347.4,10,42
468,280.8264751587096,43686.77,10,31
469,-181.65911873288587,43190.832,10,55
470,197.4177994179509,20700.863,10,50
471,353.9922529341061,15280.85,10,22
472,179.38342501452917,46589.16,10,41
473,137.7134220130842,38044.35,10,46
474,180.0929170012791,50069.42,10,40
475,270.1939245714765,53610.566,10,28
476,-374.0483668146112,366351.0,10,28
477,309.5897133032081,38136.01,10,23
478,39.7722539401837,176969.1,10,25
479,-1242.1843663563989,185980.61,10,50
480,-632.5228336279774,91370.48,10,53
481,289.62350965652615,41426.547,10,30
482,158.9823451429246,16824.65,10,55
483,239.5418311737766,73286.625,10,25
484,178.3307931109028,112964.39,10,20
485,-266.51585618977685,202385.23,10,37
486,138.16930202252826,23384.107,10,52
487,156.54104118696677,41149.094,10,44
488,327.61176806111456,23498.377,10,31
489,240.29126060648318,30121.543,10,42
490,-491.681619488598,85074.984,10,52
491,209.21188220962455,29037.242,10,45
492,260.18947694312874,25857.639,10,42
493,211.26323717089076,94596.43,10,20
494,-75.95802947992706,71708.84,10,46
495,240.21526599484415,66157.086,10,29
496,297.41629092800974,29657.443,10,35
497,-14.009041785679926,140673.5,10,35
498,291.5023477348677,50582.98,10,19
499,-560.2180935484938,335685.62,10,35
500,-118.35906526102724,56880.69,10,50
501,301.545063990513,7731.823,10,52
502,368.7768128809531,7461.247,10,29
503,174.27305952671776,82366.84,10,33
504,-105.53786144644448,141516.78,10,38
505,81.42968609009642,26707.93,10,53
506,-158.4874718275588,268487.94,10,27
507,-1269.5799896091341,189127.64,10,50
508,214.266471611974,59172.707,10,35
509,240.95331450588944,76983.12,10,21
510,-513.504103115063,102273.15,10,50
511,-1597.4234024921118,226788.73,10,50
512,183.6690799880954,86291.56,10,31
513,180.2801677190193,58111.777,10,38
514,185.21132050564933,85615.3,10,31
515,232.66793533185324,76854.29,10,25
516,45.213757338526875,104747.336,10,37
517,303.42075081494954,14239.28,10,44
518,210.21048112342737,64373.74,10,34
519,208.2401132002733,72267.56,10,32
520,289.8632344209344,47169.395,10,25
521,215.4275518646199,93630.5,10,19
522,-59.83640792318471,232515.55,10,24
523,280.7399585297402,55845.934,10,20
524,162.79640298181596,86955.8,10,33
525,-96.96639293987812,180735.53,10,34
526,94.13700060270088,56898.82,10,43
527,210.0027322632278,24563.275,10,47
528,-335.546343931912,81830.18,10,50
529,284.52467774010967,8590.785,10,53
530,367.3315681424466,7951.252,10,29
531,265.55836894072047,65263.48,10,19
532,302.34176765710697,7660.266,10,52
533,316.396631411921,17459.586,10,39
534,-64.66218492938697,36890.133,10,54
535,276.65278743193335,28075.293,10,39
536,47.98740274178368,44423.91,10,48
537,-457.6021096097012,121792.54,10,47
538,273.9591050135275,60509.94,10,19
539,45.92890294536767,25548.195,10,55
540,-254.16305277047638,147758.02,10,41
541,170.55200367681255,15941.683,10,55
542,102.2608530460289,59711.81,10,42
543,228.56099782346828,14584.426,10,52
544,20.510244182069073,61183.49,10,45
545,112.59487670288911,38749.625,10,47
546,151.76393234334768,118844.195,10,25
547,-103.08749185960278,88994.5,10,44
548,286.9941189504366,31259.13,10,36
549,234.42982768935073,26812.584,10,44
550,9.999309836792918,38859.23,10,51
551,-388.83770378565714,224186.92,10,38
552,-978.7368658619121,182596.31,10,48
553,220.4337710468089,23044.07,10,47
554,-448.8074755921856,94841.14,10,50
555,215.45982277270366,12514.373,10,55
556,174.45592761796848,34958.06,10,45
557,292.6333278015792,23806.807,10,39
558,-647.086674501363,117618.53,10,50
559,349.1265282017164,17804.46,10,22
560,231.01761035125378,70492.28,10,29
561,230.5284586259266,50028.414,10,36
562,-1.4638273382784632,43452.31,10,50
563,34.79980320480735,190430.89,10,21
564,-1707.032909929706,204339.08,10,52
565,262.5543505000993,44545.395,10,34
566,216.96510866118882,37912.844,10,41
567,299.27944200701506,14977.13,10,44
568,87.15637398548728,49829.93,10,45
569,-40.715060437462796,238570.67,10,19
570,68.94410497988065,45106.88,10,47
571,167.02691144757364,89570.9,10,32
572,276.018712634381,16346.686,10,46
573,281.1749528595876,35311.3,10,35
574,245.63856635099066,72384.72,10,23
575,-179.28376009829174,54418.977,10,52
576,207.4664357307301,96713.875,10,20
577,7.299991243163504,30873.107,10,54
578,328.550425524587,12329.961,10,41
579,-399.5676614436718,122694.21,10,46
580,216.31544172221572,23643.863,10,47
581,246.4224216590184,74986.36,10,20
582,-154.80993393659696,71715.62,10,48
583,359.02337087570277,13210.612,10,19
584,-804.1451943855616,115737.34,10,52
585,100.16361121680865,31777.842,10,50
586,-10.176701320491304,52251.402,10,48
587,305.2842704656955,37542.625,10,27
588,-1348.883680794229,183111.67,10,51
589,118.25909159594357,146469.2,10,20
590,341.79786835233506,11730.066,10,38
591,-743.6031032414087,304625.97,10,39
592,143.74018342247115,29060.436,10,49
593,-1784.4530033088467,268801.28,10,49
594,217.55165539265516,40733.684,10,40
595,-78.7104594410506,38064.79,10,54
596,19.673906832297575,41024.145,10,50
597,34.25388866684375,36284.523,10,51
598,-294.59012545481755,376734.3,10,20
599,-143.91984394137512,47036.902,10,53
600,270.041968027754,39259.203,10,35
601,132.69955477412725,53177.3,10,42
602,333.83367456178314,23061.275,10,28
603,11.031073535873645,179418.2,10,28
604,264.6190901540057,15412.184,10,48
605,150.7510415308193,30594.373,10,48
606,191.2137948046709,105778.92,10,20
607,188.53872391848284,51723.113,10,39
608,233.7500438731484,77586.63,10,24
609,-351.4241355061504,170469.14,10,41
610,-594.8338439448428,111615.984,10,50
611,-71.42470234378709,55812.848,10,49
612,-322.05117762367934,266000.22,10,34
613,268.52706784640566,30245.701,10,39
614,195.77596121942094,46144.387,10,40
615,251.3302123888897,48797.094,10,34
616,299.48403324913477,46066.48,10,19
617,244.2688333174074,21256.324,10,46
618,344.5322204114186,14084.897,10,34
619,0.8272455745576508,69810.49,10,44
620,240.29097051289764,30121.645,10,42
621,-25.645979812400356,230043.88,10,19
622,102.70653093664993,47180.9,10,45
623,174.71677685548462,40887.793,10,43
624,21.701481317791547,120000.37,10,36
625,198.0580874107103,68977.27,10,34
626,-104.15748155777419,43449.92,10,53
627,327.1929107173679,29947.254,10,20
628,-7743.259997169583,932794.06,10,50
629,249.52387033270554,66783.2,10,26
630,-59.622595489136245,119052.75,10,39
631,338.9966029426497,22057.807,10,25
632,322.0015413830614,31488.887,10,23
633,-1338.1269065539666,270940.62,10,46
634,-385.5653126533647,152866.92,10,43
635,-359.5099608422646,72104.805,10,52
636,-30.959989971581706,36846.707,10,53
637,214.61730024396178,41462.707,10,40
638,245.00478919684826,29111.533,10,42
639,295.34748538765825,19817.066,10,41
640,150.7896744182429,104699.92,10,30
641,211.68993788259922,76944.77,10,30
642,195.03222702011118,90096.93,10,28
643,-45.821395551313685,38187.363,10,53
644,264.52500710736354,61346.258,10,24
645,266.9299637703815,35388.54,10,37
646,67.73597305034417,27943.275,10,53
647,-1716.6225018954751,189743.47,10,53
648,0.2983498739989727,55104.36,10,47
649,140.0692736025968,75037.38,10,37
650,211.10835214780477,97575.48,10,18
651,-289.1409331239481,55659.664,10,54
652,263.9584595145576,60614.2,10,25
653,313.93614552567755,20962.242,10,37
654,319.9630180560862,24413.371,10,33
655,327.7867463147007,23424.236,10,31
656,208.38980934002421,81157.34,10,29
657,151.9947274852904,52917.574,10,41
658,283.22730226664214,24415.002,10,40
659,230.07213331737324,79527.44,10,24
660,196.42057268249442,77230.016,10,32
661,300.23654047935395,28675.703,10,35
662,92.62051633476386,48899.195,10,45
663,-353.60829071250487,77458.04,10,51
664,336.8537069411709,25162.096,10,19
665,183.5694333138727,78649.75,10,33
666,-134.17224110091502,63614.527,10,49
667,291.0113648521077,22480.836,10,40
668,257.8303641671588,59612.207,10,28
669,246.14999676644138,66989.9,10,27
670,268.3151903092099,30302.254,10,39
671,323.8623244453438,32271.875,10,19
672,276.7184425863122,22315.623,10,42
673,204.79267987576628,34911.76,10,43
674,111.06845617412802,49519.047,10,44
675,260.67382179244305,32343.248,10,39
676,354.0654897504433,15242.883,10,22
677,330.85666004254006,28822.393,10,18
678,315.77411157381255,35808.645,10,21
679,24.93891348117785,96110.055,10,39
680,188.7128326233904,80466.016,10,32
681,122.46676514547602,97611.945,10,34
682,311.5370025269451,27682.705,10,33
683,276.2423428536897,55995.07,10,23
684,357.4887928399503,7196.435,10,39
685,212.52620856748746,70468.05,10,32
686,-455.3661234730138,81511.26,10,52
687,308.0308363768703,37740.09,10,25
688,-380.8819822675563,63330.49,10,54
689,259.0799036288749,14880.976,10,49
690,147.6776630461876,26342.127,10,50
691,203.02557844466605,92238.94,10,25
692,-181.19053101707811,75265.78,10,48
693,315.49036080671283,35964.754,10,21
694,214.3900173800266,95689.91,10,18
695,76.6753834938059,55849.55,10,44
696,319.3108344566433,33403.016,10,22
697,272.23559820274784,43196.574,10,33
698,317.72893181381244,34732.953,10,21
699,282.886127597387,19394.746,10,43
700,125.6522086893084,136643.0,10,23
701,304.9041190758194,31740.816,10,32
702,170.84126479451476,25690.838,10,49
703,355.8425112181436,14710.247,10,20
704,374.48958510714203,6069.333,10,24
705,-223.0908420132721,87638.51,10,47
706,155.6667549044863,94340.44,10,32
707,-948.0560858356448,129859.6,10,52
708,237.94897902960975,44380.117,10,37
709,12.013310495103212,38645.45,10,51
710,297.0348445314842,33309.562,10,33
711,301.9041112801627,35829.69,10,30
712,36.98070829507009,122468.67,10,35
713,42.552314487034096,48950.56,10,47
714,177.9111607863291,67658.95,10,36
715,317.04814051860376,35107.598,10,21
716,0.43209408838208674,143839.97,10,34
717,352.08613368186667,10894.215,10,35
718,285.7141002469451,18832.87,10,43
719,129.47581545122375,67747.766,10,39
720,-225.58481402416714,202859.1,10,36
721,134.52703547926785,41760.164,10,45
722,155.22728846803233,25485.926,10,50
723,-31.180576565168224,111336.055,10,39
724,54.477335444917514,64779.02,10,43
